src_port,src_adrs,dst_adrs,Flow_Size,start_time,end_time,completion_time,completion_time[ms]
37497,10.4.15.2,10.3.11.2,16266,1.29,1.418007,0.12800699999999998,128.00699999999998
37498,10.4.15.2,10.3.11.2,16266,1.3,1.426008,0.1260079999999999,126.0079999999999
60349,10.4.15.2,10.1.0.2,16266,1.31,1.4380060000000001,0.12800600000000006,128.00600000000006
60350,10.4.15.2,10.1.0.2,16266,1.659999,1.786008,0.12600900000000004,126.00900000000004
60959,10.4.15.2,10.3.9.2,16266,1.699999,1.826006,0.12600699999999998,126.00699999999998
43725,10.4.15.2,10.3.8.2,16266,1.75,1.878007,0.12800699999999998,128.00699999999998
32876,10.4.15.2,10.4.14.2,16266,1.879999,1.974003,0.09400399999999998,94.00399999999998
39867,10.4.15.2,10.2.7.2,16266,1.939999,2.066011,0.126012,126.01200000000001
43728,10.4.15.2,10.3.8.2,16266,2.06,2.186008,0.12600800000000012,126.00800000000012
43491,10.4.15.2,10.1.1.2,16266,2.24,2.366006,0.12600599999999984,126.00599999999984
43492,10.4.15.2,10.1.1.2,16266,2.299999,2.4260070000000002,0.12600800000000012,126.00800000000012
36191,10.4.15.2,10.2.6.2,16266,2.509999,2.638007,0.1280079999999999,128.0079999999999
36192,10.4.15.2,10.2.6.2,16266,2.7,2.82601,0.12600999999999996,126.00999999999996
58564,10.3.9.2,10.4.13.2,16266,1.29,1.418006,0.12800600000000006,128.00600000000006
60276,10.3.9.2,10.4.15.2,16266,1.3,1.426007,0.12600699999999998,126.00699999999998
50241,10.3.9.2,10.4.14.2,16266,1.31,1.438007,0.12800699999999998,128.00699999999998
53717,10.3.9.2,10.2.5.2,16266,1.659999,1.786008,0.12600900000000004,126.00900000000004
36260,10.3.9.2,10.2.7.2,16266,1.699999,1.826006,0.12600699999999998,126.00699999999998
37144,10.3.9.2,10.3.11.2,16266,1.75,1.8600050000000001,0.11000500000000013,110.00500000000014
36262,10.3.9.2,10.2.7.2,16266,1.879999,2.006006,0.1260070000000002,126.0070000000002
53721,10.3.9.2,10.2.5.2,16266,1.939999,2.066012,0.12601300000000015,126.01300000000015
50247,10.3.9.2,10.4.14.2,16266,2.06,2.186007,0.12600699999999998,126.00699999999998
60336,10.3.9.2,10.1.3.2,16266,2.24,2.366007,0.12600699999999998,126.00699999999998
37149,10.3.9.2,10.3.11.2,16266,2.299999,2.412005,0.11200600000000005,112.00600000000006
60286,10.3.9.2,10.4.15.2,16266,2.509999,2.638008,0.12800900000000004,128.00900000000004
55629,10.3.9.2,10.1.1.2,16266,2.7,2.82601,0.12600999999999996,126.00999999999996
46209,10.1.2.2,10.2.6.2,16266,1.29,1.418008,0.1280079999999999,128.0079999999999
47905,10.1.2.2,10.3.8.2,16266,1.3,1.426007,0.12600699999999998,126.00699999999998
52887,10.1.2.2,10.2.7.2,16266,1.31,1.438007,0.12800699999999998,128.00699999999998
46949,10.1.2.2,10.3.11.2,16266,1.659999,1.786006,0.12600699999999998,126.00699999999998
46213,10.1.2.2,10.2.6.2,16266,1.699999,1.8260070000000002,0.12600800000000012,126.00800000000012
54919,10.1.2.2,10.4.14.2,16266,1.75,1.878006,0.12800600000000006,128.00600000000006
47910,10.1.2.2,10.3.8.2,16266,1.879999,2.006007,0.1260079999999999,126.0079999999999
