"No.","Time","D_Time","Source","Destination","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"371","0.004727s","0.000001s","192.168.0.42","192.168.0.41","TCP","66","2","314217","","364928","49200 > 51233 [ACK] Seq=2 Ack=314217 Win=364928 Len=0 TSval=29571716 TSecr=29549845"
"372","0.004731s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","322905","2","10136","29312","51233 > 49200 [ACK] Seq=322905 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"373","0.004737s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","324353","2","11584","29312","51233 > 49200 [ACK] Seq=324353 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"374","0.004734s","- 0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","315665","","367872","49200 > 51233 [ACK] Seq=2 Ack=315665 Win=367872 Len=0 TSval=29571716 TSecr=29549845"
"375","0.004746s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","317113","","370688","49200 > 51233 [ACK] Seq=2 Ack=317113 Win=370688 Len=0 TSval=29571716 TSecr=29549845"
"376","0.004754s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","2","318561","","373632","49200 > 51233 [ACK] Seq=2 Ack=318561 Win=373632 Len=0 TSval=29571716 TSecr=29549845"
"377","0.004766s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","320009","","376576","49200 > 51233 [ACK] Seq=2 Ack=320009 Win=376576 Len=0 TSval=29571716 TSecr=29549845"
"378","0.004777s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","321457","","379392","49200 > 51233 [ACK] Seq=2 Ack=321457 Win=379392 Len=0 TSval=29571716 TSecr=29549845"
"379","0.004791s","0.000014s","192.168.0.42","192.168.0.41","TCP","66","2","322905","","382336","49200 > 51233 [ACK] Seq=2 Ack=322905 Win=382336 Len=0 TSval=29571716 TSecr=29549845"
"380","0.004801s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","324353","","385280","49200 > 51233 [ACK] Seq=2 Ack=324353 Win=385280 Len=0 TSval=29571716 TSecr=29549845"
"381","0.004812s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","325801","","388096","49200 > 51233 [ACK] Seq=2 Ack=325801 Win=388096 Len=0 TSval=29571716 TSecr=29549845"
"382","0.004945s","0.000133s","192.168.0.41","192.168.0.42","TCP","1514","325801","2","1448","29312","51233 > 49200 [ACK] Seq=325801 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"383","0.004964s","0.000019s","192.168.0.42","192.168.0.41","TCP","66","2","327249","","391040","49200 > 51233 [ACK] Seq=2 Ack=327249 Win=391040 Len=0 TSval=29571716 TSecr=29549845"
"384","0.004968s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","327249","2","1448","29312","51233 > 49200 [ACK] Seq=327249 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"385","0.004980s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","328697","","393856","49200 > 51233 [ACK] Seq=2 Ack=328697 Win=393856 Len=0 TSval=29571716 TSecr=29549845"
"386","0.004982s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","328697","2","1448","29312","51233 > 49200 [ACK] Seq=328697 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"387","0.004992s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","330145","","396800","49200 > 51233 [ACK] Seq=2 Ack=330145 Win=396800 Len=0 TSval=29571716 TSecr=29549845"
"388","0.004995s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","330145","2","1448","29312","51233 > 49200 [ACK] Seq=330145 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"389","0.005007s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","331593","","399744","49200 > 51233 [ACK] Seq=2 Ack=331593 Win=399744 Len=0 TSval=29571716 TSecr=29549845"
"390","0.005009s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","331593","2","1448","29312","51233 > 49200 [ACK] Seq=331593 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"391","0.005020s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","333041","","402560","49200 > 51233 [ACK] Seq=2 Ack=333041 Win=402560 Len=0 TSval=29571716 TSecr=29549845"
"392","0.005022s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","333041","2","1448","29312","51233 > 49200 [ACK] Seq=333041 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"393","0.005032s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","334489","","405504","49200 > 51233 [ACK] Seq=2 Ack=334489 Win=405504 Len=0 TSval=29571716 TSecr=29549845"
"394","0.005035s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","334489","2","1448","29312","51233 > 49200 [ACK] Seq=334489 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"395","0.005046s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","335937","","408448","49200 > 51233 [ACK] Seq=2 Ack=335937 Win=408448 Len=0 TSval=29571716 TSecr=29549845"
"396","0.005048s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","335937","2","1448","29312","51233 > 49200 [ACK] Seq=335937 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"397","0.005059s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","337385","","411264","49200 > 51233 [ACK] Seq=2 Ack=337385 Win=411264 Len=0 TSval=29571716 TSecr=29549845"
"398","0.005061s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","337385","2","1448","29312","51233 > 49200 [PSH, ACK] Seq=337385 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"399","0.005072s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","338833","","414208","49200 > 51233 [ACK] Seq=2 Ack=338833 Win=414208 Len=0 TSval=29571716 TSecr=29549845"
"400","0.005074s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","338833","2","1448","29312","51233 > 49200 [ACK] Seq=338833 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"401","0.005085s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","340281","","417024","49200 > 51233 [ACK] Seq=2 Ack=340281 Win=417024 Len=0 TSval=29571716 TSecr=29549845"
"402","0.005088s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","340281","2","1448","29312","51233 > 49200 [ACK] Seq=340281 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"403","0.005098s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","341729","","419968","49200 > 51233 [ACK] Seq=2 Ack=341729 Win=419968 Len=0 TSval=29571716 TSecr=29549845"
"404","0.005101s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","341729","2","1448","29312","51233 > 49200 [ACK] Seq=341729 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"405","0.005110s","0.000009s","192.168.0.42","192.168.0.41","TCP","66","2","343177","","422912","49200 > 51233 [ACK] Seq=2 Ack=343177 Win=422912 Len=0 TSval=29571716 TSecr=29549845"
"406","0.005113s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","343177","2","1448","29312","51233 > 49200 [ACK] Seq=343177 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"407","0.005124s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","344625","","425728","49200 > 51233 [ACK] Seq=2 Ack=344625 Win=425728 Len=0 TSval=29571716 TSecr=29549845"
"408","0.005127s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","344625","2","1448","29312","51233 > 49200 [ACK] Seq=344625 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"409","0.005138s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","346073","","428672","49200 > 51233 [ACK] Seq=2 Ack=346073 Win=428672 Len=0 TSval=29571716 TSecr=29549845"
"410","0.005140s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","346073","2","1448","29312","51233 > 49200 [ACK] Seq=346073 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"411","0.005150s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","347521","","431616","49200 > 51233 [ACK] Seq=2 Ack=347521 Win=431616 Len=0 TSval=29571716 TSecr=29549845"
"412","0.005153s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","347521","2","1448","29312","51233 > 49200 [ACK] Seq=347521 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"413","0.005164s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","348969","","434432","49200 > 51233 [ACK] Seq=2 Ack=348969 Win=434432 Len=0 TSval=29571716 TSecr=29549845"
"414","0.005173s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","348969","2","1448","29312","51233 > 49200 [ACK] Seq=348969 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"415","0.005184s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","350417","","437376","49200 > 51233 [ACK] Seq=2 Ack=350417 Win=437376 Len=0 TSval=29571716 TSecr=29549845"
"416","0.005186s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","350417","2","1448","29312","51233 > 49200 [ACK] Seq=350417 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"417","0.005200s","0.000014s","192.168.0.42","192.168.0.41","TCP","66","2","351865","","440192","49200 > 51233 [ACK] Seq=2 Ack=351865 Win=440192 Len=0 TSval=29571716 TSecr=29549845"
"418","0.005202s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","351865","2","1448","29312","51233 > 49200 [ACK] Seq=351865 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"419","0.005213s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","353313","","443136","49200 > 51233 [ACK] Seq=2 Ack=353313 Win=443136 Len=0 TSval=29571716 TSecr=29549845"
"420","0.005215s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","353313","2","1448","29312","51233 > 49200 [ACK] Seq=353313 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"421","0.005226s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","354761","","446080","49200 > 51233 [ACK] Seq=2 Ack=354761 Win=446080 Len=0 TSval=29571716 TSecr=29549845"
"422","0.005229s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","354761","2","1448","29312","51233 > 49200 [ACK] Seq=354761 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"423","0.005240s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","356209","","448896","49200 > 51233 [ACK] Seq=2 Ack=356209 Win=448896 Len=0 TSval=29571716 TSecr=29549845"
"424","0.005242s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","356209","2","1448","29312","51233 > 49200 [ACK] Seq=356209 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"425","0.005253s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","357657","","451840","49200 > 51233 [ACK] Seq=2 Ack=357657 Win=451840 Len=0 TSval=29571716 TSecr=29549845"
"426","0.005256s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","357657","2","1448","29312","51233 > 49200 [ACK] Seq=357657 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"427","0.005266s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","359105","","454784","49200 > 51233 [ACK] Seq=2 Ack=359105 Win=454784 Len=0 TSval=29571716 TSecr=29549845"
"428","0.005269s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","359105","2","1448","29312","51233 > 49200 [ACK] Seq=359105 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"429","0.005280s","0.000011s","192.168.0.42","192.168.0.41","TCP","66","2","360553","","457600","49200 > 51233 [ACK] Seq=2 Ack=360553 Win=457600 Len=0 TSval=29571716 TSecr=29549845"
"430","0.005283s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","360553","2","1448","29312","51233 > 49200 [ACK] Seq=360553 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"431","0.005293s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","362001","","460544","49200 > 51233 [ACK] Seq=2 Ack=362001 Win=460544 Len=0 TSval=29571716 TSecr=29549845"
"432","0.005296s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","362001","2","1448","29312","51233 > 49200 [PSH, ACK] Seq=362001 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"433","0.005306s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","363449","","463360","49200 > 51233 [ACK] Seq=2 Ack=363449 Win=463360 Len=0 TSval=29571716 TSecr=29549845"
"434","0.005309s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","363449","2","1448","29312","51233 > 49200 [ACK] Seq=363449 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"435","0.005314s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","364897","2","2896","29312","51233 > 49200 [ACK] Seq=364897 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"436","0.005319s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","366345","2","4344","29312","51233 > 49200 [ACK] Seq=366345 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"437","0.005323s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","364897","","466304","49200 > 51233 [ACK] Seq=2 Ack=364897 Win=466304 Len=0 TSval=29571716 TSecr=29549845"
"438","0.005324s","0.000001s","192.168.0.41","192.168.0.42","TCP","1514","367793","2","4344","29312","51233 > 49200 [ACK] Seq=367793 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"439","0.005329s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","369241","2","5792","29312","51233 > 49200 [ACK] Seq=369241 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"440","0.005334s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","366345","","469248","49200 > 51233 [ACK] Seq=2 Ack=366345 Win=469248 Len=0 TSval=29571716 TSecr=29549845"
"441","0.005334s","0.000000s","192.168.0.41","192.168.0.42","TCP","1514","370689","2","5792","29312","51233 > 49200 [ACK] Seq=370689 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"442","0.005341s","0.000007s","192.168.0.42","192.168.0.41","TCP","66","2","367793","","472064","49200 > 51233 [ACK] Seq=2 Ack=367793 Win=472064 Len=0 TSval=29571716 TSecr=29549845"
"443","0.005346s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","372137","2","5792","29312","51233 > 49200 [ACK] Seq=372137 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"444","0.005349s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","369241","","475008","49200 > 51233 [ACK] Seq=2 Ack=369241 Win=475008 Len=0 TSval=29571716 TSecr=29549845"
"445","0.005352s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","373585","2","5792","29312","51233 > 49200 [PSH, ACK] Seq=373585 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"446","0.005357s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","370689","","477952","49200 > 51233 [ACK] Seq=2 Ack=370689 Win=477952 Len=0 TSval=29571716 TSecr=29549845"
"447","0.005357s","0.000000s","192.168.0.41","192.168.0.42","TCP","1514","375033","2","5792","29312","51233 > 49200 [ACK] Seq=375033 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"448","0.005362s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","376481","2","7240","29312","51233 > 49200 [ACK] Seq=376481 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"449","0.005364s","0.000002s","192.168.0.42","192.168.0.41","TCP","66","2","372137","","480768","49200 > 51233 [ACK] Seq=2 Ack=372137 Win=480768 Len=0 TSval=29571716 TSecr=29549845"
"450","0.005367s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","377929","2","7240","29312","51233 > 49200 [ACK] Seq=377929 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"451","0.005371s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","373585","","483712","49200 > 51233 [ACK] Seq=2 Ack=373585 Win=483712 Len=0 TSval=29571716 TSecr=29549845"
"452","0.005371s","0.000000s","192.168.0.41","192.168.0.42","TCP","1514","379377","2","7240","29312","51233 > 49200 [ACK] Seq=379377 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"453","0.005376s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","380825","2","8688","29312","51233 > 49200 [ACK] Seq=380825 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"454","0.005381s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","382273","2","10136","29312","51233 > 49200 [ACK] Seq=382273 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"455","0.005381s","0.000000s","192.168.0.42","192.168.0.41","TCP","66","2","375033","","486528","49200 > 51233 [ACK] Seq=2 Ack=375033 Win=486528 Len=0 TSval=29571716 TSecr=29549845"
"456","0.005386s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","383721","2","10136","29312","51233 > 49200 [ACK] Seq=383721 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"457","0.005389s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","376481","","489472","49200 > 51233 [ACK] Seq=2 Ack=376481 Win=489472 Len=0 TSval=29571716 TSecr=29549845"
"458","0.005390s","0.000001s","192.168.0.41","192.168.0.42","TCP","1514","385169","2","10136","29312","51233 > 49200 [ACK] Seq=385169 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"459","0.005396s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","386617","2","11584","29312","51233 > 49200 [ACK] Seq=386617 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"460","0.005398s","0.000002s","192.168.0.42","192.168.0.41","TCP","66","2","377929","","492416","49200 > 51233 [ACK] Seq=2 Ack=377929 Win=492416 Len=0 TSval=29571716 TSecr=29549845"
"461","0.005400s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","388065","2","11584","29312","51233 > 49200 [ACK] Seq=388065 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"462","0.005405s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","389513","2","13032","29312","51233 > 49200 [ACK] Seq=389513 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"463","0.005406s","0.000001s","192.168.0.42","192.168.0.41","TCP","66","2","379377","","495232","49200 > 51233 [ACK] Seq=2 Ack=379377 Win=495232 Len=0 TSval=29571716 TSecr=29549845"
"464","0.005410s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","390961","2","13032","29312","51233 > 49200 [ACK] Seq=390961 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"465","0.005413s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","380825","","498176","49200 > 51233 [ACK] Seq=2 Ack=380825 Win=498176 Len=0 TSval=29571716 TSecr=29549845"
"466","0.005415s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","392409","2","13032","29312","51233 > 49200 [ACK] Seq=392409 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"467","0.005420s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","393857","2","14480","29312","51233 > 49200 [ACK] Seq=393857 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"468","0.005420s","0.000000s","192.168.0.42","192.168.0.41","TCP","66","2","382273","","501120","49200 > 51233 [ACK] Seq=2 Ack=382273 Win=501120 Len=0 TSval=29571716 TSecr=29549845"
"469","0.005431s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","395305","2","14480","29312","51233 > 49200 [ACK] Seq=395305 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"470","0.005433s","0.000002s","192.168.0.42","192.168.0.41","TCP","66","2","383721","","503936","49200 > 51233 [ACK] Seq=2 Ack=383721 Win=503936 Len=0 TSval=29571716 TSecr=29549845"
"471","0.005436s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","396753","2","14480","29312","51233 > 49200 [ACK] Seq=396753 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"472","0.005441s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","385169","","506880","49200 > 51233 [ACK] Seq=2 Ack=385169 Win=506880 Len=0 TSval=29571716 TSecr=29549845"
"473","0.005444s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","398201","2","14480","29312","51233 > 49200 [ACK] Seq=398201 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"474","0.005454s","0.000010s","192.168.0.42","192.168.0.41","TCP","66","2","386617","","509696","49200 > 51233 [ACK] Seq=2 Ack=386617 Win=509696 Len=0 TSval=29571716 TSecr=29549845"
"475","0.005463s","0.000009s","192.168.0.42","192.168.0.41","TCP","66","2","388065","","512640","49200 > 51233 [ACK] Seq=2 Ack=388065 Win=512640 Len=0 TSval=29571716 TSecr=29549845"
"476","0.005471s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","2","389513","","515584","49200 > 51233 [ACK] Seq=2 Ack=389513 Win=515584 Len=0 TSval=29571716 TSecr=29549845"
"477","0.005483s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","390961","","518400","49200 > 51233 [ACK] Seq=2 Ack=390961 Win=518400 Len=0 TSval=29571716 TSecr=29549845"
"478","0.005490s","0.000007s","192.168.0.42","192.168.0.41","TCP","66","2","392409","","521344","49200 > 51233 [ACK] Seq=2 Ack=392409 Win=521344 Len=0 TSval=29571716 TSecr=29549845"
"479","0.005499s","0.000009s","192.168.0.42","192.168.0.41","TCP","66","2","393857","","524288","49200 > 51233 [ACK] Seq=2 Ack=393857 Win=524288 Len=0 TSval=29571716 TSecr=29549845"
"480","0.005507s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","2","395305","","527104","49200 > 51233 [ACK] Seq=2 Ack=395305 Win=527104 Len=0 TSval=29571716 TSecr=29549845"
"481","0.005515s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","2","396753","","530048","49200 > 51233 [ACK] Seq=2 Ack=396753 Win=530048 Len=0 TSval=29571716 TSecr=29549845"
"482","0.005524s","0.000009s","192.168.0.42","192.168.0.41","TCP","66","2","398201","","532864","49200 > 51233 [ACK] Seq=2 Ack=398201 Win=532864 Len=0 TSval=29571716 TSecr=29549845"
"483","0.005536s","0.000012s","192.168.0.42","192.168.0.41","TCP","66","2","399649","","535808","49200 > 51233 [ACK] Seq=2 Ack=399649 Win=535808 Len=0 TSval=29571716 TSecr=29549845"
"484","0.005694s","0.000158s","192.168.0.41","192.168.0.42","TCP","1514","399649","2","1448","29312","51233 > 49200 [ACK] Seq=399649 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"485","0.005710s","0.000016s","192.168.0.42","192.168.0.41","TCP","66","2","401097","","538752","49200 > 51233 [ACK] Seq=2 Ack=401097 Win=538752 Len=0 TSval=29571716 TSecr=29549845"
"486","0.005714s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","401097","2","1448","29312","51233 > 49200 [ACK] Seq=401097 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"487","0.005722s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","402545","2","2896","29312","51233 > 49200 [ACK] Seq=402545 Ack=2 Win=29312 Len=1448 TSval=29549845 TSecr=29571716"
"488","0.005728s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","403993","2","4344","29312","51233 > 49200 [ACK] Seq=403993 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"489","0.005731s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","402545","","541568","49200 > 51233 [ACK] Seq=2 Ack=402545 Win=541568 Len=0 TSval=29571716 TSecr=29549845"
"490","0.005732s","0.000001s","192.168.0.41","192.168.0.42","TCP","1514","405441","2","4344","29312","51233 > 49200 [ACK] Seq=405441 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"491","0.005737s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","406889","2","5792","29312","51233 > 49200 [ACK] Seq=406889 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"492","0.005739s","0.000002s","192.168.0.42","192.168.0.41","TCP","66","2","403993","","544512","49200 > 51233 [ACK] Seq=2 Ack=403993 Win=544512 Len=0 TSval=29571716 TSecr=29549845"
"493","0.005742s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","408337","2","5792","29312","51233 > 49200 [ACK] Seq=408337 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"494","0.005746s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","405441","","547456","49200 > 51233 [ACK] Seq=2 Ack=405441 Win=547456 Len=0 TSval=29571716 TSecr=29549846"
"495","0.005746s","0.000000s","192.168.0.41","192.168.0.42","TCP","1514","409785","2","5792","29312","51233 > 49200 [ACK] Seq=409785 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"496","0.005752s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","411233","2","7240","29312","51233 > 49200 [ACK] Seq=411233 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"497","0.005757s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","412681","2","8688","29312","51233 > 49200 [ACK] Seq=412681 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"498","0.005758s","0.000001s","192.168.0.42","192.168.0.41","TCP","66","2","406889","","550272","49200 > 51233 [ACK] Seq=2 Ack=406889 Win=550272 Len=0 TSval=29571716 TSecr=29549846"
"499","0.005762s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","414129","2","8688","29312","51233 > 49200 [ACK] Seq=414129 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"500","0.005765s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","408337","","553216","49200 > 51233 [ACK] Seq=2 Ack=408337 Win=553216 Len=0 TSval=29571716 TSecr=29549846"
"501","0.005766s","0.000001s","192.168.0.41","192.168.0.42","TCP","1514","415577","2","8688","29312","51233 > 49200 [ACK] Seq=415577 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"502","0.005772s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","417025","2","10136","29312","51233 > 49200 [ACK] Seq=417025 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"503","0.005772s","0.000000s","192.168.0.42","192.168.0.41","TCP","66","2","409785","","556032","49200 > 51233 [ACK] Seq=2 Ack=409785 Win=556032 Len=0 TSval=29571716 TSecr=29549846"
"504","0.005776s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","418473","2","10136","29312","51233 > 49200 [ACK] Seq=418473 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
"505","0.005781s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","419921","2","11584","29312","51233 > 49200 [ACK] Seq=419921 Ack=2 Win=29312 Len=1448 TSval=29549846 TSecr=29571716"
