"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"1618","1.920216","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=60473 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1619","1.920796","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=59045 Win=177920 Len=0 TSval=480 TSecr=463"
"1620","1.921418","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=61901 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1621","1.921997","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=60473 Win=180832 Len=0 TSval=480 TSecr=463"
"1622","1.922620","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=63329 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1623","1.923199","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=61901 Win=183760 Len=0 TSval=480 TSecr=463"
"1624","1.923821","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=64757 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1625","1.924400","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=63329 Win=186672 Len=0 TSval=481 TSecr=464"
"1626","1.925023","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=66185 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1627","1.925602","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=64757 Win=189600 Len=0 TSval=481 TSecr=464"
"1628","1.925791","0.000189","10.1.0.2","10.1.2.2","TCP","960","34042 > 50000 [PSH, ACK] Seq=67613 Ack=1 Win=58400 Len=886 TSval=464 TSecr=464"
"1629","1.926804","0.001013","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=66185 Win=192512 Len=0 TSval=481 TSecr=464"
"1631","1.928005","0.001013","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=67613 Win=195440 Len=0 TSval=481 TSecr=464"
"1701","1.968339","0.000238","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=68499 Win=198352 Len=0 TSval=492 TSecr=464"
"1793","2.017544","0.000049","10.1.0.2","10.1.2.2","TCP","62","34042 > 50000 [FIN, ACK] Seq=68499 Ack=1 Win=58400 Len=0 TSval=492 TSecr=481"
"1871","2.060388","0.000049","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=68500 Win=198352 Len=0 TSval=515 TSecr=492"
