"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"1317","1.752112","0.000059","10.1.0.2","10.1.2.2","TCP","74","34042 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=424 TSecr=0 WS=16"
"1324","1.755114","0.000078","10.1.2.2","10.1.0.2","TCP","74","50000 > 34042 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=438 TSecr=424 WS=16"
"1401","1.798716","0.000066","10.1.0.2","10.1.2.2","TCP","82","34042 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=438 TSecr=438"
"1402","1.799191","0.000475","10.1.0.2","10.1.2.2","TCP","594","34042 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=438 TSecr=438"
"1404","1.800392","0.001163","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=438 TSecr=438"
"1406","1.801594","0.001163","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=438 TSecr=438"
"1408","1.802186","0.000554","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=450 TSecr=438"
"1409","1.802796","0.000610","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1410","1.803388","0.000592","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=450 TSecr=438"
"1411","1.803997","0.000609","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1412","1.804589","0.000592","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=451 TSecr=438"
"1413","1.805199","0.000610","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=6209 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1414","1.805778","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=4781 Win=66960 Len=0 TSval=451 TSecr=438"
"1415","1.806400","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=7637 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1416","1.806980","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=6209 Win=69872 Len=0 TSval=451 TSecr=438"
"1417","1.807602","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=9065 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1418","1.808181","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=7637 Win=72800 Len=0 TSval=451 TSecr=438"
"1419","1.808804","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=10493 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1420","1.809383","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=9065 Win=75712 Len=0 TSval=452 TSecr=438"
"1421","1.810005","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=11921 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1423","1.810584","0.000529","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=10493 Win=78640 Len=0 TSval=452 TSecr=438"
"1425","1.811786","0.000530","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=11921 Win=81552 Len=0 TSval=452 TSecr=438"
"1427","1.812988","0.000530","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=13349 Win=84480 Len=0 TSval=453 TSecr=438"
"1484","1.845068","0.000682","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=13349 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1486","1.846269","0.000681","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=14777 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1489","1.847471","0.000603","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=16205 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1490","1.848050","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=14777 Win=87392 Len=0 TSval=461 TSecr=450"
"1491","1.848672","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=17633 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1492","1.849252","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=16205 Win=90320 Len=0 TSval=462 TSecr=450"
"1493","1.849874","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=19061 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1494","1.850453","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=17633 Win=93232 Len=0 TSval=462 TSecr=450"
"1495","1.851076","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=20489 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1496","1.851655","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=19061 Win=96160 Len=0 TSval=462 TSecr=450"
"1497","1.852277","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=21917 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1499","1.852856","0.000517","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=20489 Win=99072 Len=0 TSval=463 TSecr=451"
"1500","1.853479","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=23345 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1501","1.854058","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=21917 Win=102000 Len=0 TSval=463 TSecr=451"
"1502","1.854680","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=24773 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1503","1.855260","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=23345 Win=104912 Len=0 TSval=463 TSecr=451"
"1504","1.855882","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=26201 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1505","1.856461","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=24773 Win=107840 Len=0 TSval=464 TSecr=451"
"1506","1.857084","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=27629 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1507","1.857663","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=26201 Win=110752 Len=0 TSval=464 TSecr=451"
"1508","1.858285","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=29057 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1509","1.858864","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=27629 Win=113680 Len=0 TSval=464 TSecr=451"
"1510","1.859487","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=30485 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1511","1.860066","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=29057 Win=116592 Len=0 TSval=464 TSecr=452"
"1512","1.860688","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=31913 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1513","1.861268","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=30485 Win=119520 Len=0 TSval=465 TSecr=452"
"1514","1.861890","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=33341 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1515","1.862469","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=31913 Win=122432 Len=0 TSval=465 TSecr=452"
"1516","1.863092","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=34769 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1517","1.863671","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=33341 Win=125360 Len=0 TSval=465 TSecr=452"
"1518","1.864293","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=36197 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1519","1.864872","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=34769 Win=128272 Len=0 TSval=466 TSecr=452"
"1520","1.865495","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=37625 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1521","1.866074","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=36197 Win=131200 Len=0 TSval=466 TSecr=452"
"1522","1.866696","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=39053 Ack=1 Win=58400 Len=1428 TSval=453 TSecr=453"
"1523","1.867276","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=37625 Win=134112 Len=0 TSval=466 TSecr=452"
"1524","1.867898","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=40481 Ack=1 Win=58400 Len=1428 TSval=453 TSecr=453"
"1526","1.868477","0.000529","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=39053 Win=137040 Len=0 TSval=467 TSecr=452"
"1528","1.869679","0.000530","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=40481 Win=139952 Len=0 TSval=467 TSecr=453"
"1530","1.870880","0.000529","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=41909 Win=142880 Len=0 TSval=467 TSecr=453"
"1589","1.904536","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=41909 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=461"
"1591","1.905738","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=43337 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=461"
"1593","1.906940","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=44765 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1594","1.907519","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=43337 Win=145792 Len=0 TSval=476 TSecr=462"
"1595","1.908141","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=46193 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1598","1.908720","0.000381","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=44765 Win=148720 Len=0 TSval=477 TSecr=462"
"1599","1.909402","0.000682","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=47621 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1600","1.909922","0.000520","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=46193 Win=151632 Len=0 TSval=477 TSecr=462"
"1601","1.910604","0.000682","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=49049 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1602","1.911124","0.000520","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=47621 Win=154560 Len=0 TSval=477 TSecr=462"
"1604","1.911805","0.000603","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=50477 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1605","1.912384","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=49049 Win=157472 Len=0 TSval=478 TSecr=462"
"1606","1.913007","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=51905 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1607","1.913586","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=50477 Win=160400 Len=0 TSval=478 TSecr=462"
"1608","1.914208","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=53333 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1609","1.914788","0.000580","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=51905 Win=163312 Len=0 TSval=478 TSecr=462"
"1610","1.915410","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=54761 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1611","1.915989","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=53333 Win=166240 Len=0 TSval=478 TSecr=462"
"1612","1.916612","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=56189 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1613","1.917191","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=54761 Win=169152 Len=0 TSval=479 TSecr=463"
"1614","1.917813","0.000622","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=57617 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1615","1.918392","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=56189 Win=172080 Len=0 TSval=479 TSecr=463"
"1616","1.919015","0.000623","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=59045 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1617","1.919594","0.000579","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=57617 Win=174992 Len=0 TSval=479 TSecr=463"
