"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"1417","1.807109","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=6209 Win=69872 Len=0 TSval=451 TSecr=438"
"1418","1.807522","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=10493 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1419","1.808311","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=7637 Win=72800 Len=0 TSval=451 TSecr=438"
"1420","1.808724","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=11921 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1421","1.809512","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=9065 Win=75712 Len=0 TSval=452 TSecr=438"
"1424","1.810714","0.000739","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=10493 Win=78640 Len=0 TSval=452 TSecr=438"
"1426","1.811916","0.000740","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=11921 Win=81552 Len=0 TSval=452 TSecr=438"
"1428","1.813117","0.000739","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=13349 Win=84480 Len=0 TSval=453 TSecr=438"
"1483","1.843786","0.000059","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=13349 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1485","1.844988","0.000472","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=14777 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1487","1.846189","0.000472","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=16205 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1490","1.847391","0.000384","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=17633 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1491","1.848180","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=14777 Win=87392 Len=0 TSval=461 TSecr=450"
"1492","1.848592","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=19061 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1493","1.849381","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=16205 Win=90320 Len=0 TSval=462 TSecr=450"
"1494","1.849794","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=20489 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1495","1.850583","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=17633 Win=93232 Len=0 TSval=462 TSecr=450"
"1496","1.850996","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=21917 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1497","1.851784","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=19061 Win=96160 Len=0 TSval=462 TSecr=450"
"1498","1.852197","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=23345 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1500","1.852986","0.000518","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=20489 Win=99072 Len=0 TSval=463 TSecr=451"
"1501","1.853399","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=24773 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1502","1.854188","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=21917 Win=102000 Len=0 TSval=463 TSecr=451"
"1503","1.854600","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=26201 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1504","1.855389","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=23345 Win=104912 Len=0 TSval=463 TSecr=451"
"1505","1.855802","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=27629 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1506","1.856591","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=24773 Win=107840 Len=0 TSval=464 TSecr=451"
"1507","1.857004","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=29057 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1508","1.857792","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=26201 Win=110752 Len=0 TSval=464 TSecr=451"
"1509","1.858205","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=30485 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1510","1.858994","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=27629 Win=113680 Len=0 TSval=464 TSecr=451"
"1511","1.859407","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=31913 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1512","1.860196","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=29057 Win=116592 Len=0 TSval=464 TSecr=452"
"1513","1.860608","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=33341 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1514","1.861397","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=30485 Win=119520 Len=0 TSval=465 TSecr=452"
"1515","1.861810","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=34769 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1516","1.862599","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=31913 Win=122432 Len=0 TSval=465 TSecr=452"
"1517","1.863012","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=36197 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1518","1.863800","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=33341 Win=125360 Len=0 TSval=465 TSecr=452"
"1519","1.864213","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=37625 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=452"
"1520","1.865002","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=34769 Win=128272 Len=0 TSval=466 TSecr=452"
"1521","1.865415","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=39053 Ack=1 Win=58400 Len=1428 TSval=453 TSecr=453"
"1522","1.866204","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=36197 Win=131200 Len=0 TSval=466 TSecr=452"
"1523","1.866616","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=40481 Ack=1 Win=58400 Len=1428 TSval=453 TSecr=453"
"1524","1.867405","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=37625 Win=134112 Len=0 TSval=466 TSecr=452"
"1527","1.868607","0.000739","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=39053 Win=137040 Len=0 TSval=467 TSecr=452"
"1529","1.869808","0.000739","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=40481 Win=139952 Len=0 TSval=467 TSecr=453"
"1531","1.871010","0.000739","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=41909 Win=142880 Len=0 TSval=467 TSecr=453"
"1588","1.903255","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=41909 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=461"
"1590","1.904456","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=43337 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=461"
"1592","1.905658","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=44765 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1594","1.906860","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=46193 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1595","1.907648","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=43337 Win=145792 Len=0 TSval=476 TSecr=462"
"1597","1.908120","0.000059","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=47621 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1599","1.908850","0.000382","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=44765 Win=148720 Len=0 TSval=477 TSecr=462"
"1600","1.909322","0.000472","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=49049 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1601","1.910052","0.000730","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=46193 Win=151632 Len=0 TSval=477 TSecr=462"
"1602","1.910524","0.000472","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=50477 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1603","1.911253","0.000729","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=47621 Win=154560 Len=0 TSval=477 TSecr=462"
"1605","1.911725","0.000384","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=51905 Ack=1 Win=58400 Len=1428 TSval=462 TSecr=462"
"1606","1.912514","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=49049 Win=157472 Len=0 TSval=478 TSecr=462"
"1607","1.912927","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=53333 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1608","1.913716","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=50477 Win=160400 Len=0 TSval=478 TSecr=462"
"1609","1.914128","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=54761 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1610","1.914917","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=51905 Win=163312 Len=0 TSval=478 TSecr=462"
"1611","1.915330","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=56189 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1612","1.916119","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=53333 Win=166240 Len=0 TSval=478 TSecr=462"
"1613","1.916532","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=57617 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1614","1.917320","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=54761 Win=169152 Len=0 TSval=479 TSecr=463"
"1615","1.917733","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=59045 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1616","1.918522","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=56189 Win=172080 Len=0 TSval=479 TSecr=463"
"1617","1.918935","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=60473 Ack=1 Win=58400 Len=1428 TSval=463 TSecr=463"
"1618","1.919724","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=57617 Win=174992 Len=0 TSval=479 TSecr=463"
"1619","1.920136","0.000412","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=61901 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1620","1.920925","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=59045 Win=177920 Len=0 TSval=480 TSecr=463"
"1621","1.921338","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=63329 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1622","1.922127","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=60473 Win=180832 Len=0 TSval=480 TSecr=463"
"1623","1.922540","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=64757 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1624","1.923328","0.000788","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=61901 Win=183760 Len=0 TSval=480 TSecr=463"
"1625","1.923741","0.000413","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=66185 Ack=1 Win=58400 Len=1428 TSval=464 TSecr=464"
"1626","1.924530","0.000789","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=63329 Win=186672 Len=0 TSval=481 TSecr=464"
"1627","1.924943","0.000413","10.1.0.2","10.1.2.2","TCP","960","34042 > 50000 [PSH, ACK] Seq=67613 Ack=1 Win=58400 Len=886 TSval=464 TSecr=464"
"1629","1.925732","0.000021","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=64757 Win=189600 Len=0 TSval=481 TSecr=464"
"1631","1.926933","0.000021","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=66185 Win=192512 Len=0 TSval=481 TSecr=464"
"1633","1.928135","0.000021","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=67613 Win=195440 Len=0 TSval=481 TSecr=464"
"1702","1.968468","0.000237","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=68499 Win=198352 Len=0 TSval=492 TSecr=464"
"1792","2.017415","0.000768","10.1.0.2","10.1.2.2","TCP","62","34042 > 50000 [FIN, ACK] Seq=68499 Ack=1 Win=58400 Len=0 TSval=492 TSecr=481"
"1872","2.060518","0.000050","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=68500 Win=198352 Len=0 TSval=515 TSecr=492"
