"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"1320","1.754756","0.000060","10.1.0.2","10.1.2.2","TCP","74","34042 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=424 TSecr=0 WS=16"
"1321","1.754756","0.000000","10.1.2.2","10.1.0.2","TCP","74","50000 > 34042 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=438 TSecr=424 WS=16"
"1404","1.801359","0.000066","10.1.0.2","10.1.2.2","TCP","82","34042 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=438 TSecr=438"
"1405","1.801834","0.000475","10.1.0.2","10.1.2.2","TCP","594","34042 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=438 TSecr=438"
"1406","1.801834","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=450 TSecr=438"
"1407","1.803036","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=438 TSecr=438"
"1408","1.803036","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=450 TSecr=438"
"1409","1.804237","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=438 TSecr=438"
"1410","1.804237","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34042 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=451 TSecr=438"
"1411","1.805439","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1412","1.805439","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=4781 Win=66960 Len=0 TSval=451 TSecr=438"
"1413","1.806640","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1414","1.806640","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=6209 Win=69872 Len=0 TSval=451 TSecr=438"
"1415","1.807842","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=6209 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1416","1.807842","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=7637 Win=72800 Len=0 TSval=451 TSecr=438"
"1417","1.809044","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=7637 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1418","1.809044","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=9065 Win=75712 Len=0 TSval=452 TSecr=438"
"1419","1.810245","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=9065 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1420","1.810245","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=10493 Win=78640 Len=0 TSval=452 TSecr=438"
"1421","1.811447","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=10493 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1422","1.811447","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=11921 Win=81552 Len=0 TSval=452 TSecr=438"
"1423","1.812648","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=11921 Ack=1 Win=58400 Len=1428 TSval=438 TSecr=438"
"1424","1.812648","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=13349 Win=84480 Len=0 TSval=453 TSecr=438"
"1487","1.847711","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=13349 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1488","1.847711","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=14777 Win=87392 Len=0 TSval=461 TSecr=450"
"1489","1.848912","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=14777 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1490","1.848912","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=16205 Win=90320 Len=0 TSval=462 TSecr=450"
"1491","1.850114","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=16205 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1492","1.850114","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=17633 Win=93232 Len=0 TSval=462 TSecr=450"
"1493","1.851316","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=17633 Ack=1 Win=58400 Len=1428 TSval=450 TSecr=450"
"1494","1.851316","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=19061 Win=96160 Len=0 TSval=462 TSecr=450"
"1496","1.852517","0.000517","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=19061 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1497","1.852517","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=20489 Win=99072 Len=0 TSval=463 TSecr=451"
"1498","1.853719","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=20489 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1499","1.853719","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=21917 Win=102000 Len=0 TSval=463 TSecr=451"
"1500","1.854920","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=21917 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1501","1.854920","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=23345 Win=104912 Len=0 TSval=463 TSecr=451"
"1502","1.856122","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=23345 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1503","1.856122","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=24773 Win=107840 Len=0 TSval=464 TSecr=451"
"1504","1.857324","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=24773 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1505","1.857324","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=26201 Win=110752 Len=0 TSval=464 TSecr=451"
"1506","1.858525","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=26201 Ack=1 Win=58400 Len=1428 TSval=451 TSecr=451"
"1507","1.858525","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=27629 Win=113680 Len=0 TSval=464 TSecr=451"
"1508","1.859727","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=27629 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1509","1.859727","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=29057 Win=116592 Len=0 TSval=464 TSecr=452"
"1510","1.860928","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34042 > 50000 [PSH, ACK] Seq=29057 Ack=1 Win=58400 Len=1428 TSval=452 TSecr=451"
"1511","1.860928","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34042 [ACK] Seq=1 Ack=30485 Win=119520 Len=0 TSval=465 TSecr=452"
