"No.","Time","D_Time","Source","Destination","s_port","d_port","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"1028","0.008193s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","842737","1","4344","29312","[TCP segment of a reassembled PDU]"
"1029","0.008195s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","841289","","1147264","http > 49556 [ACK] Seq=1 Ack=841289 Win=1147264 Len=0 TSval=1047714 TSecr=1051318"
"1030","0.008196s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","844185","1","4344","29312","[TCP segment of a reassembled PDU]"
"1031","0.008199s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","845633","1","5792","29312","[TCP segment of a reassembled PDU]"
"1032","0.008201s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","842737","","1150208","http > 49556 [ACK] Seq=1 Ack=842737 Win=1150208 Len=0 TSval=1047714 TSecr=1051318"
"1033","0.008202s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","847081","1","5792","29312","[TCP segment of a reassembled PDU]"
"1034","0.008205s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","848529","1","7240","29312","[TCP segment of a reassembled PDU]"
"1035","0.008205s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","844185","","1153024","http > 49556 [ACK] Seq=1 Ack=844185 Win=1153024 Len=0 TSval=1047714 TSecr=1051318"
"1036","0.008208s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","849977","1","7240","29312","[TCP segment of a reassembled PDU]"
"1037","0.008210s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","845633","","1155968","http > 49556 [ACK] Seq=1 Ack=845633 Win=1155968 Len=0 TSval=1047714 TSecr=1051318"
"1038","0.008211s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","851425","1","7240","29312","[TCP segment of a reassembled PDU]"
"1039","0.008214s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","852873","1","8688","29312","[TCP segment of a reassembled PDU]"
"1040","0.008216s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","847081","","1158912","http > 49556 [ACK] Seq=1 Ack=847081 Win=1158912 Len=0 TSval=1047714 TSecr=1051318"
"1041","0.008217s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","854321","1","8688","29312","[TCP segment of a reassembled PDU]"
"1042","0.008223s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","848529","","1161728","http > 49556 [ACK] Seq=1 Ack=848529 Win=1161728 Len=0 TSval=1047714 TSecr=1051318"
"1043","0.008225s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","855769","1","8688","29312","[TCP segment of a reassembled PDU]"
"1044","0.008228s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","849977","","1164672","http > 49556 [ACK] Seq=1 Ack=849977 Win=1164672 Len=0 TSval=1047714 TSecr=1051318"
"1045","0.008229s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","857217","1","8688","29312","[TCP segment of a reassembled PDU]"
"1046","0.008232s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","858665","1","10136","29312","[TCP segment of a reassembled PDU]"
"1047","0.008234s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","851425","","1167488","http > 49556 [ACK] Seq=1 Ack=851425 Win=1167488 Len=0 TSval=1047714 TSecr=1051318"
"1048","0.008235s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","860113","1","10136","29312","[TCP segment of a reassembled PDU]"
"1049","0.008238s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","852873","","1170432","http > 49556 [ACK] Seq=1 Ack=852873 Win=1170432 Len=0 TSval=1047714 TSecr=1051318"
"1050","0.008238s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","861561","1","10136","29312","[TCP segment of a reassembled PDU]"
"1051","0.008243s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","854321","","1173376","http > 49556 [ACK] Seq=1 Ack=854321 Win=1173376 Len=0 TSval=1047714 TSecr=1051318"
"1052","0.008247s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","855769","","1176192","http > 49556 [ACK] Seq=1 Ack=855769 Win=1176192 Len=0 TSval=1047714 TSecr=1051318"
"1053","0.008250s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","857217","","1179136","http > 49556 [ACK] Seq=1 Ack=857217 Win=1179136 Len=0 TSval=1047714 TSecr=1051318"
"1054","0.008253s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","858665","","1182080","http > 49556 [ACK] Seq=1 Ack=858665 Win=1182080 Len=0 TSval=1047714 TSecr=1051318"
"1055","0.008257s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","860113","","1184896","http > 49556 [ACK] Seq=1 Ack=860113 Win=1184896 Len=0 TSval=1047714 TSecr=1051318"
"1056","0.008261s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","861561","","1187840","http > 49556 [ACK] Seq=1 Ack=861561 Win=1187840 Len=0 TSval=1047714 TSecr=1051318"
"1057","0.008265s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","863009","","1190656","http > 49556 [ACK] Seq=1 Ack=863009 Win=1190656 Len=0 TSval=1047714 TSecr=1051318"
"1058","0.008389s","0.000124s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","863009","1","1448","29312","[TCP segment of a reassembled PDU]"
"1059","0.008400s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","864457","","1193600","http > 49556 [ACK] Seq=1 Ack=864457 Win=1193600 Len=0 TSval=1047714 TSecr=1051318"
"1060","0.008404s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","864457","1","1448","29312","[TCP segment of a reassembled PDU]"
"1061","0.008411s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","865905","","1196544","http > 49556 [ACK] Seq=1 Ack=865905 Win=1196544 Len=0 TSval=1047714 TSecr=1051318"
"1062","0.008413s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","865905","1","1448","29312","[TCP segment of a reassembled PDU]"
"1063","0.008420s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","867353","","1199360","http > 49556 [ACK] Seq=1 Ack=867353 Win=1199360 Len=0 TSval=1047714 TSecr=1051318"
"1064","0.008421s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","867353","1","1448","29312","[TCP segment of a reassembled PDU]"
"1065","0.008427s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","868801","","1202304","http > 49556 [ACK] Seq=1 Ack=868801 Win=1202304 Len=0 TSval=1047714 TSecr=1051318"
"1066","0.008428s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","868801","1","1448","29312","[TCP segment of a reassembled PDU]"
"1067","0.008434s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","870249","","1205248","http > 49556 [ACK] Seq=1 Ack=870249 Win=1205248 Len=0 TSval=1047714 TSecr=1051318"
"1068","0.008435s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","870249","1","1448","29312","[TCP segment of a reassembled PDU]"
"1069","0.008440s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","871697","","1208064","http > 49556 [ACK] Seq=1 Ack=871697 Win=1208064 Len=0 TSval=1047714 TSecr=1051318"
"1070","0.008442s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","871697","1","1448","29312","[TCP segment of a reassembled PDU]"
"1071","0.008445s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","873145","1","2896","29312","[TCP segment of a reassembled PDU]"
"1072","0.008448s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","874593","1","4344","29312","[TCP segment of a reassembled PDU]"
"1073","0.008451s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","876041","1","5792","29312","[TCP segment of a reassembled PDU]"
"1074","0.008452s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","873145","","1211008","http > 49556 [ACK] Seq=1 Ack=873145 Win=1211008 Len=0 TSval=1047714 TSecr=1051318"
"1075","0.008454s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","877489","1","5792","29312","[TCP segment of a reassembled PDU]"
"1076","0.008457s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","874593","","1213824","http > 49556 [ACK] Seq=1 Ack=874593 Win=1213824 Len=0 TSval=1047714 TSecr=1051318"
"1077","0.008457s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","878937","1","5792","29312","[TCP segment of a reassembled PDU]"
"1078","0.008460s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","880385","1","7240","29312","[TCP segment of a reassembled PDU]"
"1079","0.008461s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","876041","","1216768","http > 49556 [ACK] Seq=1 Ack=876041 Win=1216768 Len=0 TSval=1047714 TSecr=1051318"
"1080","0.008463s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","881833","1","7240","29312","[TCP segment of a reassembled PDU]"
"1081","0.008465s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","883281","1","8688","29312","[TCP segment of a reassembled PDU]"
"1082","0.008467s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","877489","","1219712","http > 49556 [ACK] Seq=1 Ack=877489 Win=1219712 Len=0 TSval=1047714 TSecr=1051318"
"1083","0.008468s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","884729","1","8688","29312","[TCP segment of a reassembled PDU]"
"1084","0.008474s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","878937","","1222528","http > 49556 [ACK] Seq=1 Ack=878937 Win=1222528 Len=0 TSval=1047714 TSecr=1051318"
"1085","0.008476s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","886177","1","8688","29312","[TCP segment of a reassembled PDU]"
"1086","0.008479s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","887625","1","10136","29312","[TCP segment of a reassembled PDU]"
"1087","0.008479s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","880385","","1225472","http > 49556 [ACK] Seq=1 Ack=880385 Win=1225472 Len=0 TSval=1047714 TSecr=1051318"
"1088","0.008481s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","889073","1","10136","29312","[TCP segment of a reassembled PDU]"
"1089","0.008483s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","881833","","1228416","http > 49556 [ACK] Seq=1 Ack=881833 Win=1228416 Len=0 TSval=1047714 TSecr=1051318"
"1090","0.008487s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","883281","","1231232","http > 49556 [ACK] Seq=1 Ack=883281 Win=1231232 Len=0 TSval=1047714 TSecr=1051318"
"1091","0.008491s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","884729","","1234176","http > 49556 [ACK] Seq=1 Ack=884729 Win=1234176 Len=0 TSval=1047714 TSecr=1051318"
"1092","0.008494s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","886177","","1236992","http > 49556 [ACK] Seq=1 Ack=886177 Win=1236992 Len=0 TSval=1047714 TSecr=1051318"
"1093","0.008498s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","887625","","1239936","http > 49556 [ACK] Seq=1 Ack=887625 Win=1239936 Len=0 TSval=1047714 TSecr=1051318"
"1094","0.008501s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","889073","","1242880","http > 49556 [ACK] Seq=1 Ack=889073 Win=1242880 Len=0 TSval=1047714 TSecr=1051318"
"1095","0.008506s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","890521","","1245696","http > 49556 [ACK] Seq=1 Ack=890521 Win=1245696 Len=0 TSval=1047714 TSecr=1051318"
"1096","0.008638s","0.000132s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","890521","1","1448","29312","[TCP segment of a reassembled PDU]"
"1097","0.008648s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","891969","","1248640","http > 49556 [ACK] Seq=1 Ack=891969 Win=1248640 Len=0 TSval=1047714 TSecr=1051318"
"1098","0.008653s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","891969","1","1448","29312","[TCP segment of a reassembled PDU]"
"1099","0.008659s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","893417","","1251584","http > 49556 [ACK] Seq=1 Ack=893417 Win=1251584 Len=0 TSval=1047714 TSecr=1051318"
"1100","0.008661s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","893417","1","1448","29312","[TCP segment of a reassembled PDU]"
"1101","0.008667s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","894865","","1254400","http > 49556 [ACK] Seq=1 Ack=894865 Win=1254400 Len=0 TSval=1047714 TSecr=1051318"
"1102","0.008669s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","894865","1","1448","29312","[TCP segment of a reassembled PDU]"
"1103","0.008675s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","896313","","1257344","http > 49556 [ACK] Seq=1 Ack=896313 Win=1257344 Len=0 TSval=1047714 TSecr=1051318"
"1104","0.008676s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","896313","1","1448","29312","[TCP segment of a reassembled PDU]"
"1105","0.008682s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","897761","","1260160","http > 49556 [ACK] Seq=1 Ack=897761 Win=1260160 Len=0 TSval=1047714 TSecr=1051318"
"1106","0.008684s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","897761","1","1448","29312","[TCP segment of a reassembled PDU]"
"1107","0.008690s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","899209","","1263104","http > 49556 [ACK] Seq=1 Ack=899209 Win=1263104 Len=0 TSval=1047714 TSecr=1051318"
"1108","0.008691s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","899209","1","1448","29312","[TCP segment of a reassembled PDU]"
"1109","0.008697s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","900657","","1266048","http > 49556 [ACK] Seq=1 Ack=900657 Win=1266048 Len=0 TSval=1047714 TSecr=1051318"
"1110","0.008698s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","900657","1","1448","29312","[TCP segment of a reassembled PDU]"
"1111","0.008704s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","902105","","1268864","http > 49556 [ACK] Seq=1 Ack=902105 Win=1268864 Len=0 TSval=1047714 TSecr=1051318"
"1112","0.008705s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","902105","1","1448","29312","[TCP segment of a reassembled PDU]"
"1113","0.008710s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","903553","","1271808","http > 49556 [ACK] Seq=1 Ack=903553 Win=1271808 Len=0 TSval=1047714 TSecr=1051318"
"1114","0.008712s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","903553","1","1448","29312","[TCP segment of a reassembled PDU]"
"1115","0.008718s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","905001","","1274752","http > 49556 [ACK] Seq=1 Ack=905001 Win=1274752 Len=0 TSval=1047714 TSecr=1051318"
"1116","0.008719s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","905001","1","1448","29312","[TCP segment of a reassembled PDU]"
"1117","0.008724s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","906449","","1277568","http > 49556 [ACK] Seq=1 Ack=906449 Win=1277568 Len=0 TSval=1047714 TSecr=1051318"
"1118","0.008726s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","906449","1","1448","29312","[TCP segment of a reassembled PDU]"
"1119","0.008731s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","907897","","1280512","http > 49556 [ACK] Seq=1 Ack=907897 Win=1280512 Len=0 TSval=1047714 TSecr=1051318"
"1120","0.008733s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","907897","1","1448","29312","[TCP segment of a reassembled PDU]"
"1121","0.008739s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","909345","","1283328","http > 49556 [ACK] Seq=1 Ack=909345 Win=1283328 Len=0 TSval=1047714 TSecr=1051318"
"1122","0.008740s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","909345","1","1448","29312","[TCP segment of a reassembled PDU]"
"1123","0.008746s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","910793","","1286272","http > 49556 [ACK] Seq=1 Ack=910793 Win=1286272 Len=0 TSval=1047714 TSecr=1051318"
"1124","0.008747s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","910793","1","1448","29312","[TCP segment of a reassembled PDU]"
"1125","0.008753s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","912241","","1289216","http > 49556 [ACK] Seq=1 Ack=912241 Win=1289216 Len=0 TSval=1047714 TSecr=1051318"
"1126","0.008754s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","912241","1","1448","29312","[TCP segment of a reassembled PDU]"
"1127","0.008762s","0.000008s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","913689","1","2896","29312","[TCP segment of a reassembled PDU]"
"1128","0.008765s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","915137","1","4344","29312","[TCP segment of a reassembled PDU]"
"1129","0.008766s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","913689","","1292032","http > 49556 [ACK] Seq=1 Ack=913689 Win=1292032 Len=0 TSval=1047714 TSecr=1051318"
"1130","0.008768s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","916585","1","4344","29312","[TCP segment of a reassembled PDU]"
"1131","0.008771s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","918033","1","5792","29312","[TCP segment of a reassembled PDU]"
"1132","0.008773s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","919481","1","7240","29312","[TCP segment of a reassembled PDU]"
"1133","0.008774s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","915137","","1294976","http > 49556 [ACK] Seq=1 Ack=915137 Win=1294976 Len=0 TSval=1047714 TSecr=1051318"
"1134","0.008776s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","920929","1","7240","29312","[TCP segment of a reassembled PDU]"
"1135","0.008779s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","916585","","1297920","http > 49556 [ACK] Seq=1 Ack=916585 Win=1297920 Len=0 TSval=1047714 TSecr=1051318"
"1136","0.008779s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","922377","1","7240","29312","[TCP segment of a reassembled PDU]"
"1137","0.008782s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","923825","1","8688","29312","[TCP segment of a reassembled PDU]"
"1138","0.008783s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","918033","","1300736","http > 49556 [ACK] Seq=1 Ack=918033 Win=1300736 Len=0 TSval=1047714 TSecr=1051318"
"1139","0.008787s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","919481","","1303680","http > 49556 [ACK] Seq=1 Ack=919481 Win=1303680 Len=0 TSval=1047714 TSecr=1051318"
"1140","0.008791s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","920929","","1306496","http > 49556 [ACK] Seq=1 Ack=920929 Win=1306496 Len=0 TSval=1047714 TSecr=1051318"
"1141","0.008795s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","922377","","1309440","http > 49556 [ACK] Seq=1 Ack=922377 Win=1309440 Len=0 TSval=1047714 TSecr=1051318"
"1142","0.008799s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","923825","","1312384","http > 49556 [ACK] Seq=1 Ack=923825 Win=1312384 Len=0 TSval=1047714 TSecr=1051318"
"1143","0.008802s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","925273","","1315200","http > 49556 [ACK] Seq=1 Ack=925273 Win=1315200 Len=0 TSval=1047714 TSecr=1051318"
"1144","0.008888s","0.000086s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","925273","1","1448","29312","[TCP segment of a reassembled PDU]"
"1145","0.008899s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","926721","","1318144","http > 49556 [ACK] Seq=1 Ack=926721 Win=1318144 Len=0 TSval=1047714 TSecr=1051318"
"1146","0.008903s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","926721","1","1448","29312","[TCP segment of a reassembled PDU]"
"1147","0.008910s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","928169","","1321088","http > 49556 [ACK] Seq=1 Ack=928169 Win=1321088 Len=0 TSval=1047714 TSecr=1051318"
"1148","0.008912s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","928169","1","1448","29312","[TCP segment of a reassembled PDU]"
"1149","0.008915s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","929617","1","2896","29312","[TCP segment of a reassembled PDU]"
"1150","0.008918s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","931065","1","4344","29312","[TCP segment of a reassembled PDU]"
"1151","0.008921s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","932513","1","5792","29312","[TCP segment of a reassembled PDU]"
"1152","0.008922s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","929617","","1323904","http > 49556 [ACK] Seq=1 Ack=929617 Win=1323904 Len=0 TSval=1047714 TSecr=1051318"
"1153","0.008924s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","933961","1","5792","29312","[TCP segment of a reassembled PDU]"
"1154","0.008927s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","935409","1","7240","29312","[TCP segment of a reassembled PDU]"
"1155","0.008927s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","931065","","1326848","http > 49556 [ACK] Seq=1 Ack=931065 Win=1326848 Len=0 TSval=1047714 TSecr=1051318"
"1156","0.008932s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","932513","","1329664","http > 49556 [ACK] Seq=1 Ack=932513 Win=1329664 Len=0 TSval=1047714 TSecr=1051318"
"1157","0.008936s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","933961","","1332608","http > 49556 [ACK] Seq=1 Ack=933961 Win=1332608 Len=0 TSval=1047714 TSecr=1051318"
"1158","0.008940s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","935409","","1335552","http > 49556 [ACK] Seq=1 Ack=935409 Win=1335552 Len=0 TSval=1047714 TSecr=1051318"
"1159","0.008944s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","936857","","1338368","http > 49556 [ACK] Seq=1 Ack=936857 Win=1338368 Len=0 TSval=1047714 TSecr=1051318"
"1160","0.009139s","0.000195s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","936857","1","1448","29312","[TCP segment of a reassembled PDU]"
"1161","0.009149s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","938305","","1341312","http > 49556 [ACK] Seq=1 Ack=938305 Win=1341312 Len=0 TSval=1047714 TSecr=1051318"
"1162","0.009153s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","938305","1","1448","29312","[TCP segment of a reassembled PDU]"
"1163","0.009160s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","939753","","1344256","http > 49556 [ACK] Seq=1 Ack=939753 Win=1344256 Len=0 TSval=1047714 TSecr=1051318"
"1164","0.009161s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","939753","1","1448","29312","[TCP segment of a reassembled PDU]"
"1165","0.009167s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","941201","","1347072","http > 49556 [ACK] Seq=1 Ack=941201 Win=1347072 Len=0 TSval=1047714 TSecr=1051318"
"1166","0.009169s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","941201","1","1448","29312","[TCP segment of a reassembled PDU]"
"1167","0.009175s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","942649","","1350016","http > 49556 [ACK] Seq=1 Ack=942649 Win=1350016 Len=0 TSval=1047714 TSecr=1051318"
"1168","0.009176s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","942649","1","1448","29312","[TCP segment of a reassembled PDU]"
"1169","0.009182s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","944097","","1352832","http > 49556 [ACK] Seq=1 Ack=944097 Win=1352832 Len=0 TSval=1047714 TSecr=1051318"
"1170","0.009183s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","944097","1","1448","29312","[TCP segment of a reassembled PDU]"
"1171","0.009189s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","945545","","1355776","http > 49556 [ACK] Seq=1 Ack=945545 Win=1355776 Len=0 TSval=1047714 TSecr=1051318"
"1172","0.009190s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","945545","1","1448","29312","[TCP segment of a reassembled PDU]"
"1173","0.009196s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","946993","","1358720","http > 49556 [ACK] Seq=1 Ack=946993 Win=1358720 Len=0 TSval=1047714 TSecr=1051318"
"1174","0.009197s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","946993","1","1448","29312","[TCP segment of a reassembled PDU]"
"1175","0.009203s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","948441","","1361536","http > 49556 [ACK] Seq=1 Ack=948441 Win=1361536 Len=0 TSval=1047714 TSecr=1051318"
"1176","0.009204s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","948441","1","1448","29312","[TCP segment of a reassembled PDU]"
"1177","0.009209s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","949889","","1364480","http > 49556 [ACK] Seq=1 Ack=949889 Win=1364480 Len=0 TSval=1047714 TSecr=1051318"
"1178","0.009211s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","949889","1","1448","29312","[TCP segment of a reassembled PDU]"
"1179","0.009217s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","951337","","1367424","http > 49556 [ACK] Seq=1 Ack=951337 Win=1367424 Len=0 TSval=1047714 TSecr=1051318"
"1180","0.009219s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","951337","1","1448","29312","[TCP segment of a reassembled PDU]"
"1181","0.009222s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","952785","1","2896","29312","[TCP segment of a reassembled PDU]"
"1182","0.009225s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","954233","1","4344","29312","[TCP segment of a reassembled PDU]"
