"No.","Time","D_Time","Source","Destination","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"4133","0.102581s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","441641","2","5792","29312","60973 > 49204 [ACK] Seq=441641 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4134","0.102586s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","443089","2","7240","29312","60973 > 49204 [ACK] Seq=443089 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4135","0.102591s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","444537","2","8688","29312","60973 > 49204 [ACK] Seq=444537 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4136","0.102595s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","445985","2","10136","29312","60973 > 49204 [ACK] Seq=445985 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4137","0.102599s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","447433","2","11584","29312","60973 > 49204 [PSH, ACK] Seq=447433 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4138","0.102603s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","448881","2","13032","29312","60973 > 49204 [ACK] Seq=448881 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4139","0.102607s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","450329","2","14480","29312","60973 > 49204 [ACK] Seq=450329 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4140","0.102611s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","451777","2","15928","29312","60973 > 49204 [ACK] Seq=451777 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4141","0.102614s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","453225","2","17376","29312","60973 > 49204 [ACK] Seq=453225 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4142","0.102618s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","454673","2","18824","29312","60973 > 49204 [ACK] Seq=454673 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180593"
"4160","0.103646s","0.001028s","192.168.0.42","192.168.0.41","TCP","66","2","456121","","6272","49204 > 60973 [ACK] Seq=2 Ack=456121 Win=6272 Len=0 TSval=180594 TSecr=158650"
"4167","0.103851s","0.000205s","192.168.0.41","192.168.0.42","TCP","1514","456121","2","1448","29312","60973 > 49204 [ACK] Seq=456121 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180594"
"4168","0.103858s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","457569","2","2896","29312","60973 > 49204 [ACK] Seq=457569 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180594"
"4169","0.103865s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","459017","2","4344","29312","60973 > 49204 [ACK] Seq=459017 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180594"
"4171","0.103872s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","460465","2","5792","29312","60973 > 49204 [ACK] Seq=460465 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180594"
"4173","0.103894s","0.000022s","192.168.0.42","192.168.0.41","TCP","66","2","461913","","2432","49204 > 60973 [ACK] Seq=2 Ack=461913 Win=2432 Len=0 TSval=180594 TSecr=158650"
"4176","0.104057s","0.000163s","192.168.0.41","192.168.0.42","TCP","1514","461913","2","1448","29312","60973 > 49204 [ACK] Seq=461913 Ack=2 Win=29312 Len=1448 TSval=158650 TSecr=180594"
"4195","0.110254s","0.006197s","192.168.0.42","192.168.0.41","TCP","66","2","463361","","18944","49204 > 60973 [ACK] Seq=2 Ack=463361 Win=18944 Len=0 TSval=180595 TSecr=158650"
"4196","0.110365s","0.000111s","192.168.0.41","192.168.0.42","TCP","1514","463361","2","1448","29312","60973 > 49204 [ACK] Seq=463361 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4197","0.110421s","0.000056s","192.168.0.41","192.168.0.42","TCP","1514","464809","2","2896","29312","60973 > 49204 [ACK] Seq=464809 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4198","0.110435s","0.000014s","192.168.0.41","192.168.0.42","TCP","1514","466257","2","4344","29312","60973 > 49204 [ACK] Seq=466257 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4199","0.110441s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","467705","2","5792","29312","60973 > 49204 [ACK] Seq=467705 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4200","0.110448s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","469153","2","7240","29312","60973 > 49204 [ACK] Seq=469153 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4201","0.110460s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","470601","2","8688","29312","60973 > 49204 [ACK] Seq=470601 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4202","0.110469s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","472049","2","10136","29312","60973 > 49204 [ACK] Seq=472049 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4203","0.110478s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","473497","2","11584","29312","60973 > 49204 [ACK] Seq=473497 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4204","0.110486s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","474945","2","13032","29312","60973 > 49204 [ACK] Seq=474945 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4205","0.110537s","0.000051s","192.168.0.41","192.168.0.42","TCP","1514","476393","2","14480","29312","60973 > 49204 [ACK] Seq=476393 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4206","0.110553s","0.000016s","192.168.0.41","192.168.0.42","TCP","1514","477841","2","15928","29312","60973 > 49204 [ACK] Seq=477841 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4207","0.110560s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","479289","2","17376","29312","60973 > 49204 [ACK] Seq=479289 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4208","0.110570s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","480737","2","18824","29312","60973 > 49204 [ACK] Seq=480737 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180595"
"4209","0.111075s","0.000505s","192.168.0.42","192.168.0.41","TCP","66","2","482185","","6272","49204 > 60973 [ACK] Seq=2 Ack=482185 Win=6272 Len=0 TSval=180596 TSecr=158652"
"4210","0.111221s","0.000146s","192.168.0.41","192.168.0.42","TCP","1514","482185","2","1448","29312","60973 > 49204 [ACK] Seq=482185 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180596"
"4211","0.111239s","0.000018s","192.168.0.41","192.168.0.42","TCP","1514","483633","2","2896","29312","60973 > 49204 [ACK] Seq=483633 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180596"
"4212","0.111250s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","485081","2","4344","29312","60973 > 49204 [ACK] Seq=485081 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180596"
"4213","0.111259s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","486529","2","5792","29312","60973 > 49204 [ACK] Seq=486529 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180596"
"4214","0.111801s","0.000542s","192.168.0.42","192.168.0.41","TCP","66","2","487977","","2432","49204 > 60973 [ACK] Seq=2 Ack=487977 Win=2432 Len=0 TSval=180596 TSecr=158652"
"4215","0.112116s","0.000315s","192.168.0.41","192.168.0.42","TCP","1514","487977","2","1448","29312","60973 > 49204 [ACK] Seq=487977 Ack=2 Win=29312 Len=1448 TSval=158652 TSecr=180596"
"4216","0.114333s","0.002217s","192.168.0.42","192.168.0.41","TCP","66","2","489425","","18944","49204 > 60973 [ACK] Seq=2 Ack=489425 Win=18944 Len=0 TSval=180596 TSecr=158652"
"4217","0.114678s","0.000345s","192.168.0.41","192.168.0.42","TCP","1514","489425","2","1448","29312","60973 > 49204 [ACK] Seq=489425 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4218","0.114701s","0.000023s","192.168.0.41","192.168.0.42","TCP","1514","490873","2","2896","29312","60973 > 49204 [ACK] Seq=490873 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4219","0.114709s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","492321","2","4344","29312","60973 > 49204 [ACK] Seq=492321 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4220","0.114717s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","493769","2","5792","29312","60973 > 49204 [ACK] Seq=493769 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4221","0.114724s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","495217","2","7240","29312","60973 > 49204 [PSH, ACK] Seq=495217 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4222","0.114731s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","496665","2","8688","29312","60973 > 49204 [ACK] Seq=496665 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4223","0.114738s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","498113","2","10136","29312","60973 > 49204 [ACK] Seq=498113 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4224","0.114743s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","499561","2","11584","29312","60973 > 49204 [ACK] Seq=499561 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4225","0.114750s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","501009","2","13032","29312","60973 > 49204 [ACK] Seq=501009 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4226","0.114757s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","502457","2","14480","29312","60973 > 49204 [ACK] Seq=502457 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4227","0.114764s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","503905","2","15928","29312","60973 > 49204 [ACK] Seq=503905 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4228","0.114768s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","505353","2","17376","29312","60973 > 49204 [ACK] Seq=505353 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4229","0.114771s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","506801","2","18824","29312","60973 > 49204 [ACK] Seq=506801 Ack=2 Win=29312 Len=1448 TSval=158653 TSecr=180596"
"4230","0.120724s","0.005953s","192.168.0.42","192.168.0.41","TCP","66","2","508249","","6272","49204 > 60973 [ACK] Seq=2 Ack=508249 Win=6272 Len=0 TSval=180598 TSecr=158653"
"4231","0.120858s","0.000134s","192.168.0.41","192.168.0.42","TCP","1514","508249","2","1448","29312","60973 > 49204 [ACK] Seq=508249 Ack=2 Win=29312 Len=1448 TSval=158655 TSecr=180598"
"4232","0.120877s","0.000019s","192.168.0.41","192.168.0.42","TCP","1514","509697","2","2896","29312","60973 > 49204 [ACK] Seq=509697 Ack=2 Win=29312 Len=1448 TSval=158655 TSecr=180598"
"4233","0.120901s","0.000024s","192.168.0.41","192.168.0.42","TCP","1514","511145","2","4344","29312","60973 > 49204 [ACK] Seq=511145 Ack=2 Win=29312 Len=1448 TSval=158655 TSecr=180598"
"4234","0.120911s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","512593","2","5792","29312","60973 > 49204 [ACK] Seq=512593 Ack=2 Win=29312 Len=1448 TSval=158655 TSecr=180598"
"4235","0.121819s","0.000908s","192.168.0.42","192.168.0.41","TCP","66","2","514041","","2432","49204 > 60973 [ACK] Seq=2 Ack=514041 Win=2432 Len=0 TSval=180598 TSecr=158655"
"4236","0.121960s","0.000141s","192.168.0.41","192.168.0.42","TCP","1514","514041","2","1448","29312","60973 > 49204 [ACK] Seq=514041 Ack=2 Win=29312 Len=1448 TSval=158655 TSecr=180598"
"4237","0.125958s","0.003998s","192.168.0.42","192.168.0.41","TCP","66","2","515489","","18944","49204 > 60973 [ACK] Seq=2 Ack=515489 Win=18944 Len=0 TSval=180599 TSecr=158655"
"4238","0.126083s","0.000125s","192.168.0.41","192.168.0.42","TCP","1514","515489","2","1448","29312","60973 > 49204 [ACK] Seq=515489 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4239","0.126118s","0.000035s","192.168.0.41","192.168.0.42","TCP","1514","516937","2","2896","29312","60973 > 49204 [ACK] Seq=516937 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4240","0.126133s","0.000015s","192.168.0.41","192.168.0.42","TCP","1514","518385","2","4344","29312","60973 > 49204 [ACK] Seq=518385 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4241","0.126147s","0.000014s","192.168.0.41","192.168.0.42","TCP","1514","519833","2","5792","29312","60973 > 49204 [ACK] Seq=519833 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4242","0.126158s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","521281","2","7240","29312","60973 > 49204 [ACK] Seq=521281 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4243","0.126167s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","522729","2","8688","29312","60973 > 49204 [ACK] Seq=522729 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4244","0.126178s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","524177","2","10136","29312","60973 > 49204 [ACK] Seq=524177 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4245","0.126187s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","525625","2","11584","29312","60973 > 49204 [ACK] Seq=525625 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4246","0.126196s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","527073","2","13032","29312","60973 > 49204 [PSH, ACK] Seq=527073 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4247","0.126206s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","528521","2","14480","29312","60973 > 49204 [ACK] Seq=528521 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4248","0.126215s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","529969","2","15928","29312","60973 > 49204 [ACK] Seq=529969 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4249","0.126227s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","531417","2","17376","29312","60973 > 49204 [ACK] Seq=531417 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4250","0.126236s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","532865","2","18824","29312","60973 > 49204 [ACK] Seq=532865 Ack=2 Win=29312 Len=1448 TSval=158656 TSecr=180599"
"4251","0.129041s","0.002805s","192.168.0.42","192.168.0.41","TCP","66","2","534313","","6272","49204 > 60973 [ACK] Seq=2 Ack=534313 Win=6272 Len=0 TSval=180600 TSecr=158656"
"4252","0.129192s","0.000151s","192.168.0.41","192.168.0.42","TCP","1514","534313","2","1448","29312","60973 > 49204 [ACK] Seq=534313 Ack=2 Win=29312 Len=1448 TSval=158657 TSecr=180600"
"4253","0.129210s","0.000018s","192.168.0.41","192.168.0.42","TCP","1514","535761","2","2896","29312","60973 > 49204 [ACK] Seq=535761 Ack=2 Win=29312 Len=1448 TSval=158657 TSecr=180600"
"4254","0.129218s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","537209","2","4344","29312","60973 > 49204 [ACK] Seq=537209 Ack=2 Win=29312 Len=1448 TSval=158657 TSecr=180600"
"4255","0.129228s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","538657","2","5792","29312","60973 > 49204 [ACK] Seq=538657 Ack=2 Win=29312 Len=1448 TSval=158657 TSecr=180600"
"4256","0.132360s","0.003132s","192.168.0.42","192.168.0.41","TCP","66","2","540105","","2432","49204 > 60973 [ACK] Seq=2 Ack=540105 Win=2432 Len=0 TSval=180601 TSecr=158657"
"4257","0.132673s","0.000313s","192.168.0.41","192.168.0.42","TCP","1514","540105","2","1448","29312","60973 > 49204 [ACK] Seq=540105 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4258","0.134828s","0.002155s","192.168.0.42","192.168.0.41","TCP","66","2","541553","","18944","49204 > 60973 [ACK] Seq=2 Ack=541553 Win=18944 Len=0 TSval=180601 TSecr=158658"
"4259","0.135156s","0.000328s","192.168.0.41","192.168.0.42","TCP","1514","541553","2","1448","29312","60973 > 49204 [ACK] Seq=541553 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4260","0.135170s","0.000014s","192.168.0.41","192.168.0.42","TCP","1514","543001","2","2896","29312","60973 > 49204 [ACK] Seq=543001 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4261","0.135177s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","544449","2","4344","29312","60973 > 49204 [ACK] Seq=544449 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4262","0.135184s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","545897","2","5792","29312","60973 > 49204 [ACK] Seq=545897 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4263","0.135192s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","547345","2","7240","29312","60973 > 49204 [ACK] Seq=547345 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4264","0.135199s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","548793","2","8688","29312","60973 > 49204 [ACK] Seq=548793 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4265","0.135203s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","550241","2","10136","29312","60973 > 49204 [ACK] Seq=550241 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4266","0.135208s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","551689","2","11584","29312","60973 > 49204 [ACK] Seq=551689 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4267","0.135215s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","553137","2","13032","29312","60973 > 49204 [ACK] Seq=553137 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4268","0.135222s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","554585","2","14480","29312","60973 > 49204 [ACK] Seq=554585 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4269","0.135230s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","556033","2","15928","29312","60973 > 49204 [ACK] Seq=556033 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4270","0.135237s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","557481","2","17376","29312","60973 > 49204 [ACK] Seq=557481 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4271","0.135244s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","558929","2","18824","29312","60973 > 49204 [ACK] Seq=558929 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180601"
"4272","0.135282s","0.000038s","192.168.0.42","192.168.0.41","TCP","66","2","560377","","6272","49204 > 60973 [ACK] Seq=2 Ack=560377 Win=6272 Len=0 TSval=180602 TSecr=158658"
"4273","0.135348s","0.000066s","192.168.0.42","192.168.0.41","TCP","66","2","560377","","23680","[TCP Window Update] 49204 > 60973 [ACK] Seq=2 Ack=560377 Win=23680 Len=0 TSval=180602 TSecr=158658"
"4274","0.135411s","0.000063s","192.168.0.41","192.168.0.42","TCP","1514","560377","2","1448","29312","60973 > 49204 [ACK] Seq=560377 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4275","0.135424s","0.000013s","192.168.0.41","192.168.0.42","TCP","1514","561825","2","2896","29312","60973 > 49204 [ACK] Seq=561825 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4276","0.135443s","0.000019s","192.168.0.42","192.168.0.41","TCP","66","2","563273","","21760","49204 > 60973 [ACK] Seq=2 Ack=563273 Win=21760 Len=0 TSval=180602 TSecr=158658"
"4277","0.135453s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","563273","2","1448","29312","60973 > 49204 [ACK] Seq=563273 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4278","0.135460s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","564721","2","2896","29312","60973 > 49204 [ACK] Seq=564721 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4279","0.135480s","0.000020s","192.168.0.41","192.168.0.42","TCP","1514","566169","2","4344","29312","60973 > 49204 [ACK] Seq=566169 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4280","0.135486s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","567617","2","5792","29312","60973 > 49204 [ACK] Seq=567617 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4281","0.135506s","0.000020s","192.168.0.42","192.168.0.41","TCP","66","2","569065","","17920","49204 > 60973 [ACK] Seq=2 Ack=569065 Win=17920 Len=0 TSval=180602 TSecr=158658"
"4282","0.135524s","0.000018s","192.168.0.41","192.168.0.42","TCP","1514","569065","2","1448","29312","60973 > 49204 [ACK] Seq=569065 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4283","0.135532s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","570513","2","2896","29312","60973 > 49204 [ACK] Seq=570513 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4284","0.135538s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","571961","2","4344","29312","60973 > 49204 [ACK] Seq=571961 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4285","0.135542s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","573409","2","5792","29312","60973 > 49204 [PSH, ACK] Seq=573409 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4286","0.135561s","0.000019s","192.168.0.42","192.168.0.41","TCP","66","2","574857","","14080","49204 > 60973 [ACK] Seq=2 Ack=574857 Win=14080 Len=0 TSval=180602 TSecr=158658"
"4287","0.135583s","0.000022s","192.168.0.41","192.168.0.42","TCP","1514","574857","2","1448","29312","60973 > 49204 [ACK] Seq=574857 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4288","0.135590s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","576305","2","2896","29312","60973 > 49204 [ACK] Seq=576305 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4289","0.135597s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","577753","2","4344","29312","60973 > 49204 [ACK] Seq=577753 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4290","0.135604s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","579201","2","5792","29312","60973 > 49204 [ACK] Seq=579201 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4291","0.135612s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","580649","2","7240","29312","60973 > 49204 [ACK] Seq=580649 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4292","0.135619s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","582097","2","8688","29312","60973 > 49204 [ACK] Seq=582097 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4293","0.135634s","0.000015s","192.168.0.42","192.168.0.41","TCP","66","2","583545","","8192","49204 > 60973 [ACK] Seq=2 Ack=583545 Win=8192 Len=0 TSval=180602 TSecr=158658"
"4294","0.135663s","0.000029s","192.168.0.41","192.168.0.42","TCP","1514","583545","2","1448","29312","60973 > 49204 [ACK] Seq=583545 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4295","0.135671s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","584993","2","2896","29312","60973 > 49204 [ACK] Seq=584993 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4296","0.135706s","0.000035s","192.168.0.42","192.168.0.41","TCP","66","2","586441","","6272","49204 > 60973 [ACK] Seq=2 Ack=586441 Win=6272 Len=0 TSval=180602 TSecr=158658"
"4297","0.135714s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","586441","2","1448","29312","60973 > 49204 [ACK] Seq=586441 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4298","0.135773s","0.000059s","192.168.0.41","192.168.0.42","TCP","1514","587889","2","2896","29312","60973 > 49204 [ACK] Seq=587889 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4299","0.135782s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","589337","2","4344","29312","60973 > 49204 [ACK] Seq=589337 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4300","0.135836s","0.000054s","192.168.0.41","192.168.0.42","TCP","1514","590785","2","5792","29312","60973 > 49204 [ACK] Seq=590785 Ack=2 Win=29312 Len=1448 TSval=158658 TSecr=180602"
"4301","0.142231s","0.006395s","192.168.0.42","192.168.0.41","TCP","66","2","592233","","2432","49204 > 60973 [ACK] Seq=2 Ack=592233 Win=2432 Len=0 TSval=180603 TSecr=158658"
"4302","0.142336s","0.000105s","192.168.0.42","192.168.0.41","TCP","66","2","592233","","19840","[TCP Window Update] 49204 > 60973 [ACK] Seq=2 Ack=592233 Win=19840 Len=0 TSval=180603 TSecr=158658"
"4303","0.142358s","0.000022s","192.168.0.41","192.168.0.42","TCP","1514","592233","2","1448","29312","60973 > 49204 [ACK] Seq=592233 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4304","0.142479s","0.000121s","192.168.0.41","192.168.0.42","TCP","1514","593681","2","2896","29312","60973 > 49204 [ACK] Seq=593681 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4305","0.142489s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","595129","2","4344","29312","60973 > 49204 [ACK] Seq=595129 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4306","0.142495s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","596577","2","5792","29312","60973 > 49204 [ACK] Seq=596577 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4307","0.142515s","0.000020s","192.168.0.42","192.168.0.41","TCP","66","2","598025","","16000","49204 > 60973 [ACK] Seq=2 Ack=598025 Win=16000 Len=0 TSval=180603 TSecr=158660"
"4308","0.142528s","0.000013s","192.168.0.41","192.168.0.42","TCP","1514","598025","2","1448","29312","60973 > 49204 [ACK] Seq=598025 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4309","0.142535s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","599473","2","2896","29312","60973 > 49204 [ACK] Seq=599473 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4310","0.142539s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","600921","2","4344","29312","60973 > 49204 [ACK] Seq=600921 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
"4311","0.142545s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","602369","2","5792","29312","60973 > 49204 [ACK] Seq=602369 Ack=2 Win=29312 Len=1448 TSval=158660 TSecr=180603"
