"No.","Time","D_Time","Source","Destination","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"275","12.244440s","0.000013s","192.168.0.42","192.168.0.41","TCP","66","2","202721","","232576","49200 > 33947 [ACK] Seq=2 Ack=202721 Win=232576 Len=0 TSval=4226905 TSecr=127201308"
"276","12.244471s","0.000031s","192.168.0.41","192.168.0.42","TCP","1514","257745","2","56472","29312","33947 > 49200 [ACK] Seq=257745 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"277","12.244476s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","259193","2","57920","29312","33947 > 49200 [ACK] Seq=259193 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"278","12.244480s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","260641","2","59368","29312","33947 > 49200 [ACK] Seq=260641 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"279","12.244481s","0.000001s","192.168.0.42","192.168.0.41","TCP","66","2","209961","","227584","49200 > 33947 [ACK] Seq=2 Ack=209961 Win=227584 Len=0 TSval=4226905 TSecr=127201308"
"280","12.244490s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","262089","2","53576","29312","33947 > 49200 [ACK] Seq=262089 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"281","12.244495s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","263537","2","55024","29312","33947 > 49200 [ACK] Seq=263537 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"282","12.244499s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","264985","2","56472","29312","33947 > 49200 [ACK] Seq=264985 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"283","12.244503s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","266433","2","57920","29312","33947 > 49200 [ACK] Seq=266433 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"284","12.244507s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","267881","2","59368","29312","33947 > 49200 [ACK] Seq=267881 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"285","12.244603s","0.000096s","192.168.0.42","192.168.0.41","TCP","66","2","218649","","221824","49200 > 33947 [ACK] Seq=2 Ack=218649 Win=221824 Len=0 TSval=4226905 TSecr=127201308"
"286","12.244614s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","269329","2","52128","29312","33947 > 49200 [ACK] Seq=269329 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"287","12.244617s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","270777","2","53576","29312","33947 > 49200 [ACK] Seq=270777 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"288","12.244620s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","272225","2","55024","29312","33947 > 49200 [ACK] Seq=272225 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"289","12.244622s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","273673","2","56472","29312","33947 > 49200 [ACK] Seq=273673 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"290","12.244625s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","275121","2","57920","29312","33947 > 49200 [PSH, ACK] Seq=275121 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"291","12.244627s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","276569","2","59368","29312","33947 > 49200 [ACK] Seq=276569 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"292","12.244648s","0.000021s","192.168.0.42","192.168.0.41","TCP","66","2","227337","","216064","49200 > 33947 [ACK] Seq=2 Ack=227337 Win=216064 Len=0 TSval=4226905 TSecr=127201308"
"293","12.244654s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","278017","2","52128","29312","33947 > 49200 [ACK] Seq=278017 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"294","12.244657s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","279465","2","53576","29312","33947 > 49200 [ACK] Seq=279465 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"295","12.244659s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","280913","2","55024","29312","33947 > 49200 [ACK] Seq=280913 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"296","12.244661s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","282361","2","56472","29312","33947 > 49200 [ACK] Seq=282361 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"297","12.244664s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","283809","2","57920","29312","33947 > 49200 [ACK] Seq=283809 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"298","12.244666s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","285257","2","59368","29312","33947 > 49200 [ACK] Seq=285257 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"299","12.244865s","0.000199s","192.168.0.42","192.168.0.41","TCP","66","2","233129","","229632","49200 > 33947 [ACK] Seq=2 Ack=233129 Win=229632 Len=0 TSval=4226905 TSecr=127201308"
"300","12.244871s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","286705","2","55024","29312","33947 > 49200 [ACK] Seq=286705 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"301","12.244874s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","288153","2","56472","29312","33947 > 49200 [ACK] Seq=288153 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"302","12.244877s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","289601","2","57920","29312","33947 > 49200 [ACK] Seq=289601 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"303","12.244879s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","291049","2","59368","29312","33947 > 49200 [ACK] Seq=291049 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"304","12.244906s","0.000027s","192.168.0.42","192.168.0.41","TCP","66","2","247609","","219904","49200 > 33947 [ACK] Seq=2 Ack=247609 Win=219904 Len=0 TSval=4226905 TSecr=127201308"
"305","12.244915s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","292497","2","46336","29312","33947 > 49200 [ACK] Seq=292497 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"306","12.244918s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","293945","2","47784","29312","33947 > 49200 [ACK] Seq=293945 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"307","12.244920s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","295393","2","49232","29312","33947 > 49200 [ACK] Seq=295393 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"308","12.244923s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","296841","2","50680","29312","33947 > 49200 [ACK] Seq=296841 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"309","12.244925s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","298289","2","52128","29312","33947 > 49200 [ACK] Seq=298289 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"310","12.244928s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","299737","2","53576","29312","33947 > 49200 [ACK] Seq=299737 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"311","12.244930s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","301185","2","55024","29312","33947 > 49200 [ACK] Seq=301185 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"312","12.244932s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","302633","2","56472","29312","33947 > 49200 [ACK] Seq=302633 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"313","12.244935s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","304081","2","57920","29312","33947 > 49200 [ACK] Seq=304081 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"314","12.244938s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","305529","2","59368","29312","33947 > 49200 [PSH, ACK] Seq=305529 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"315","12.244955s","0.000017s","192.168.0.42","192.168.0.41","TCP","66","2","256297","","214144","49200 > 33947 [ACK] Seq=2 Ack=256297 Win=214144 Len=0 TSval=4226905 TSecr=127201308"
"316","12.244992s","0.000037s","192.168.0.42","192.168.0.41","TCP","66","2","263537","","209280","49200 > 33947 [ACK] Seq=2 Ack=263537 Win=209280 Len=0 TSval=4226905 TSecr=127201308"
"317","12.244998s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","306977","2","44888","29312","33947 > 49200 [ACK] Seq=306977 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"318","12.245005s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","308425","2","46336","29312","33947 > 49200 [ACK] Seq=308425 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"319","12.245010s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","309873","2","47784","29312","33947 > 49200 [ACK] Seq=309873 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"320","12.245013s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","311321","2","49232","29312","33947 > 49200 [ACK] Seq=311321 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"321","12.245017s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","312769","2","50680","29312","33947 > 49200 [ACK] Seq=312769 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"322","12.245021s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","314217","2","52128","29312","33947 > 49200 [ACK] Seq=314217 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"323","12.245033s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","315665","2","53576","29312","33947 > 49200 [PSH, ACK] Seq=315665 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"324","12.245037s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","317113","2","55024","29312","33947 > 49200 [ACK] Seq=317113 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"325","12.245041s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","318561","2","56472","29312","33947 > 49200 [ACK] Seq=318561 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"326","12.245045s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","320009","2","57920","29312","33947 > 49200 [ACK] Seq=320009 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"327","12.245050s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","321457","2","59368","29312","33947 > 49200 [ACK] Seq=321457 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"328","12.245055s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","322905","2","60816","29312","33947 > 49200 [ACK] Seq=322905 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"329","12.245105s","0.000050s","192.168.0.42","192.168.0.41","TCP","66","2","270777","","204416","49200 > 33947 [ACK] Seq=2 Ack=270777 Win=204416 Len=0 TSval=4226905 TSecr=127201308"
"330","12.245117s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","324353","2","55024","29312","33947 > 49200 [ACK] Seq=324353 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"331","12.245121s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","325801","2","56472","29312","33947 > 49200 [ACK] Seq=325801 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"332","12.245123s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","327249","2","57920","29312","33947 > 49200 [ACK] Seq=327249 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"333","12.245126s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","328697","2","59368","29312","33947 > 49200 [ACK] Seq=328697 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"334","12.245129s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","330145","2","60816","29312","33947 > 49200 [ACK] Seq=330145 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"335","12.245145s","0.000016s","192.168.0.42","192.168.0.41","TCP","66","2","280913","","197760","49200 > 33947 [ACK] Seq=2 Ack=280913 Win=197760 Len=0 TSval=4226905 TSecr=127201308"
"336","12.245152s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","331593","2","52128","29312","33947 > 49200 [ACK] Seq=331593 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"337","12.245156s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","333041","2","53576","29312","33947 > 49200 [ACK] Seq=333041 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"338","12.245158s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","334489","2","55024","29312","33947 > 49200 [ACK] Seq=334489 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"339","12.245160s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","335937","2","56472","29312","33947 > 49200 [ACK] Seq=335937 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"340","12.245163s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","337385","2","57920","29312","33947 > 49200 [ACK] Seq=337385 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"341","12.245166s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","338833","2","59368","29312","33947 > 49200 [ACK] Seq=338833 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"342","12.245169s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","340281","2","60816","29312","33947 > 49200 [ACK] Seq=340281 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"343","12.245340s","0.000171s","192.168.0.42","192.168.0.41","TCP","66","2","283809","","213248","49200 > 33947 [ACK] Seq=2 Ack=283809 Win=213248 Len=0 TSval=4226905 TSecr=127201308"
"344","12.245346s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","341729","2","59368","29312","33947 > 49200 [ACK] Seq=341729 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"345","12.245350s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","343177","2","60816","29312","33947 > 49200 [ACK] Seq=343177 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"346","12.245379s","0.000029s","192.168.0.42","192.168.0.41","TCP","66","2","295393","","205440","49200 > 33947 [ACK] Seq=2 Ack=295393 Win=205440 Len=0 TSval=4226905 TSecr=127201308"
"347","12.245387s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","344625","2","50680","29312","33947 > 49200 [ACK] Seq=344625 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"348","12.245390s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","346073","2","52128","29312","33947 > 49200 [ACK] Seq=346073 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"349","12.245393s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","347521","2","53576","29312","33947 > 49200 [ACK] Seq=347521 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"350","12.245395s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","348969","2","55024","29312","33947 > 49200 [ACK] Seq=348969 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"351","12.245397s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","350417","2","56472","29312","33947 > 49200 [ACK] Seq=350417 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"352","12.245400s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","351865","2","57920","29312","33947 > 49200 [ACK] Seq=351865 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"353","12.245402s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","353313","2","59368","29312","33947 > 49200 [PSH, ACK] Seq=353313 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"354","12.245404s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","354761","2","60816","29312","33947 > 49200 [ACK] Seq=354761 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"355","12.245419s","0.000015s","192.168.0.42","192.168.0.41","TCP","66","2","304081","","199680","49200 > 33947 [ACK] Seq=2 Ack=304081 Win=199680 Len=0 TSval=4226905 TSecr=127201308"
"356","12.245428s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","356209","2","53576","29312","33947 > 49200 [ACK] Seq=356209 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"357","12.245431s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","357657","2","55024","29312","33947 > 49200 [ACK] Seq=357657 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"358","12.245434s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","359105","2","56472","29312","33947 > 49200 [ACK] Seq=359105 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"359","12.245436s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","360553","2","57920","29312","33947 > 49200 [ACK] Seq=360553 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"360","12.245439s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","362001","2","59368","29312","33947 > 49200 [ACK] Seq=362001 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"361","12.245441s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","363449","2","60816","29312","33947 > 49200 [ACK] Seq=363449 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"362","12.245443s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","364897","2","62264","29312","33947 > 49200 [ACK] Seq=364897 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"363","12.245470s","0.000027s","192.168.0.42","192.168.0.41","TCP","66","2","315665","","191872","49200 > 33947 [ACK] Seq=2 Ack=315665 Win=191872 Len=0 TSval=4226905 TSecr=127201308"
"364","12.245513s","0.000043s","192.168.0.42","192.168.0.41","TCP","66","2","320009","","188928","49200 > 33947 [ACK] Seq=2 Ack=320009 Win=188928 Len=0 TSval=4226905 TSecr=127201308"
"365","12.245518s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","366345","2","47784","29312","33947 > 49200 [ACK] Seq=366345 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"366","12.245523s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","367793","2","49232","29312","33947 > 49200 [ACK] Seq=367793 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"367","12.245528s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","369241","2","50680","29312","33947 > 49200 [PSH, ACK] Seq=369241 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"368","12.245533s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","370689","2","52128","29312","33947 > 49200 [ACK] Seq=370689 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"369","12.245536s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","372137","2","53576","29312","33947 > 49200 [ACK] Seq=372137 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"370","12.245540s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","373585","2","55024","29312","33947 > 49200 [ACK] Seq=373585 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"371","12.245544s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","375033","2","56472","29312","33947 > 49200 [ACK] Seq=375033 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"372","12.245548s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","376481","2","57920","29312","33947 > 49200 [ACK] Seq=376481 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"373","12.245558s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","377929","2","59368","29312","33947 > 49200 [ACK] Seq=377929 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"374","12.245563s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","379377","2","60816","29312","33947 > 49200 [ACK] Seq=379377 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"375","12.245567s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","380825","2","62264","29312","33947 > 49200 [ACK] Seq=380825 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"376","12.245607s","0.000040s","192.168.0.42","192.168.0.41","TCP","66","2","327249","","184192","49200 > 33947 [ACK] Seq=2 Ack=327249 Win=184192 Len=0 TSval=4226905 TSecr=127201308"
"377","12.245615s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","382273","2","56472","29312","33947 > 49200 [ACK] Seq=382273 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"378","12.245619s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","383721","2","57920","29312","33947 > 49200 [ACK] Seq=383721 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"379","12.245622s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","385169","2","59368","29312","33947 > 49200 [ACK] Seq=385169 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"380","12.245624s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","386617","2","60816","29312","33947 > 49200 [ACK] Seq=386617 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"381","12.245626s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","388065","2","62264","29312","33947 > 49200 [ACK] Seq=388065 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"382","12.245645s","0.000019s","192.168.0.42","192.168.0.41","TCP","66","2","337385","","177408","49200 > 33947 [ACK] Seq=2 Ack=337385 Win=177408 Len=0 TSval=4226905 TSecr=127201308"
"383","12.245653s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","389513","2","53576","29312","33947 > 49200 [ACK] Seq=389513 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"384","12.245656s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","390961","2","55024","29312","33947 > 49200 [ACK] Seq=390961 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"385","12.245658s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","392409","2","56472","29312","33947 > 49200 [ACK] Seq=392409 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"386","12.245661s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","393857","2","57920","29312","33947 > 49200 [ACK] Seq=393857 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"387","12.245663s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","395305","2","59368","29312","33947 > 49200 [ACK] Seq=395305 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"388","12.245665s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","396753","2","60816","29312","33947 > 49200 [ACK] Seq=396753 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"389","12.245668s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","398201","2","62264","29312","33947 > 49200 [ACK] Seq=398201 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"390","12.245833s","0.000165s","192.168.0.42","192.168.0.41","TCP","66","2","340281","","192768","49200 > 33947 [ACK] Seq=2 Ack=340281 Win=192768 Len=0 TSval=4226905 TSecr=127201308"
"391","12.245839s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","399649","2","60816","29312","33947 > 49200 [ACK] Seq=399649 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"392","12.245843s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","401097","2","62264","29312","33947 > 49200 [ACK] Seq=401097 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"393","12.245845s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","402545","2","63712","29312","33947 > 49200 [ACK] Seq=402545 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"394","12.245858s","0.000013s","192.168.0.42","192.168.0.41","TCP","66","2","343177","","190848","49200 > 33947 [ACK] Seq=2 Ack=343177 Win=190848 Len=0 TSval=4226905 TSecr=127201308"
"395","12.245864s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","403993","2","62264","29312","33947 > 49200 [ACK] Seq=403993 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"396","12.245867s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","405441","2","63712","29312","33947 > 49200 [ACK] Seq=405441 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"397","12.245900s","0.000033s","192.168.0.42","192.168.0.41","TCP","66","2","354761","","183168","49200 > 33947 [ACK] Seq=2 Ack=354761 Win=183168 Len=0 TSval=4226905 TSecr=127201308"
"398","12.245910s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","406889","2","53576","29312","33947 > 49200 [ACK] Seq=406889 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"399","12.245913s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","408337","2","55024","29312","33947 > 49200 [ACK] Seq=408337 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"400","12.245916s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","409785","2","56472","29312","33947 > 49200 [PSH, ACK] Seq=409785 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"401","12.245919s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","411233","2","57920","29312","33947 > 49200 [ACK] Seq=411233 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"402","12.245921s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","412681","2","59368","29312","33947 > 49200 [ACK] Seq=412681 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"403","12.245924s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","414129","2","60816","29312","33947 > 49200 [ACK] Seq=414129 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"404","12.245926s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","415577","2","62264","29312","33947 > 49200 [ACK] Seq=415577 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"405","12.245929s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","417025","2","63712","29312","33947 > 49200 [ACK] Seq=417025 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
"406","12.245943s","0.000014s","192.168.0.42","192.168.0.41","TCP","66","2","363449","","177408","49200 > 33947 [ACK] Seq=2 Ack=363449 Win=177408 Len=0 TSval=4226905 TSecr=127201308"
"407","12.245950s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","418473","2","56472","29312","33947 > 49200 [ACK] Seq=418473 Ack=2 Win=29312 Len=1448 TSval=127201308 TSecr=4226905"
