"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"312","1.600139","0.059800","10.1.0.2","10.1.2.2","TCP","74","34031 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=0 WS=16"
"313","1.600856","0.000717","10.1.2.2","10.1.0.2","TCP","74","50000 > 34031 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=400 WS=16"
"314","1.601140","0.000284","10.1.0.2","10.1.2.2","TCP","82","34031 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=400 TSecr=400"
"315","1.601616","0.000476","10.1.0.2","10.1.2.2","TCP","594","34031 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=400 TSecr=400"
"316","1.602817","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"317","1.603158","0.000341","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=400 TSecr=400"
"318","1.604019","0.000861","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"319","1.605220","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"320","1.605812","0.000592","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=401 TSecr=400"
"321","1.606422","0.000610","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"322","1.607014","0.000592","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=401 TSecr=400"
