"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"312","1.600358","0.060229","10.1.0.2","10.1.2.2","TCP","74","34031 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=0 WS=16"
"313","1.600636","0.000278","10.1.2.2","10.1.0.2","TCP","74","50000 > 34031 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=400 WS=16"
"314","1.601366","0.000730","10.1.0.2","10.1.2.2","TCP","82","34031 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=400 TSecr=400"
"315","1.602251","0.000885","10.1.0.2","10.1.2.2","TCP","594","34031 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=400 TSecr=400"
"316","1.602942","0.000691","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=400 TSecr=400"
"317","1.604179","0.001237","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"318","1.605380","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"319","1.605596","0.000216","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=401 TSecr=400"
"320","1.606582","0.000986","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"321","1.606798","0.000216","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=401 TSecr=400"
"322","1.607783","0.000985","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"323","1.607993","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=4781 Win=66960 Len=0 TSval=401 TSecr=400"
"324","1.608985","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=6209 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"325","1.609195","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=6209 Win=69872 Len=0 TSval=402 TSecr=400"
"326","1.610187","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=7637 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"327","1.610396","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=7637 Win=72800 Len=0 TSval=402 TSecr=400"
"328","1.611388","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=9065 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"329","1.611598","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=9065 Win=75712 Len=0 TSval=402 TSecr=400"
"330","1.612590","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=10493 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"331","1.612799","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=10493 Win=78640 Len=0 TSval=403 TSecr=400"
"332","1.613791","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=11921 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"333","1.614001","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=11921 Win=81552 Len=0 TSval=403 TSecr=400"
"334","1.614993","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=13349 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"335","1.615203","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=13349 Win=84480 Len=0 TSval=403 TSecr=400"
"336","1.616195","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=14777 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"337","1.616404","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=14777 Win=87392 Len=0 TSval=404 TSecr=400"
"338","1.617396","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=16205 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"339","1.617606","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=16205 Win=90320 Len=0 TSval=404 TSecr=400"
"340","1.618598","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=17633 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"341","1.618807","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=17633 Win=93232 Len=0 TSval=404 TSecr=401"
"342","1.619799","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=19061 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"343","1.620009","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=19061 Win=96160 Len=0 TSval=404 TSecr=401"
"344","1.621001","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=20489 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"345","1.621211","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=20489 Win=99072 Len=0 TSval=405 TSecr=401"
"346","1.622203","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=21917 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=401"
"347","1.622412","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=21917 Win=102000 Len=0 TSval=405 TSecr=401"
"348","1.623404","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=23345 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=401"
"349","1.623614","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=23345 Win=104912 Len=0 TSval=405 TSecr=402"
"350","1.624606","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=24773 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"351","1.624815","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=24773 Win=107840 Len=0 TSval=406 TSecr=402"
"352","1.625807","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=26201 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"353","1.626017","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=26201 Win=110752 Len=0 TSval=406 TSecr=402"
"354","1.627009","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=27629 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"355","1.627219","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=27629 Win=113680 Len=0 TSval=406 TSecr=402"
"356","1.628211","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=29057 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"357","1.628420","0.000209","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=29057 Win=116592 Len=0 TSval=407 TSecr=402"
"358","1.629412","0.000992","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=30485 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"359","1.629622","0.000210","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=30485 Win=119520 Len=0 TSval=407 TSecr=402"
