"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"312","1.600248","0.060014","10.1.0.2","10.1.2.2","TCP","74","34031 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=0 WS=16"
"313","1.600746","0.000498","10.1.2.2","10.1.0.2","TCP","74","50000 > 34031 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=400 WS=16"
"314","1.601253","0.000507","10.1.0.2","10.1.2.2","TCP","82","34031 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=400 TSecr=400"
"315","1.601933","0.000680","10.1.0.2","10.1.2.2","TCP","594","34031 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=400 TSecr=400"
"316","1.603050","0.001117","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=400 TSecr=400"
"317","1.603498","0.000448","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"318","1.604699","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"319","1.605704","0.001005","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=401 TSecr=400"
"320","1.605901","0.000197","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"321","1.606906","0.001005","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=401 TSecr=400"
"322","1.607103","0.000197","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"323","1.608098","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=4781 Win=66960 Len=0 TSval=401 TSecr=400"
"324","1.608304","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=6209 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"325","1.609299","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=6209 Win=69872 Len=0 TSval=402 TSecr=400"
"326","1.609506","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=7637 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"327","1.610501","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=7637 Win=72800 Len=0 TSval=402 TSecr=400"
"328","1.610707","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=9065 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"329","1.611703","0.000996","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=9065 Win=75712 Len=0 TSval=402 TSecr=400"
"330","1.611909","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=10493 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"331","1.612904","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=10493 Win=78640 Len=0 TSval=403 TSecr=400"
"332","1.613111","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=11921 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"333","1.614106","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=11921 Win=81552 Len=0 TSval=403 TSecr=400"
"334","1.614312","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=13349 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"335","1.615307","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=13349 Win=84480 Len=0 TSval=403 TSecr=400"
"336","1.615514","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=14777 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"337","1.616509","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=14777 Win=87392 Len=0 TSval=404 TSecr=400"
"338","1.616715","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=16205 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"339","1.617711","0.000996","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=16205 Win=90320 Len=0 TSval=404 TSecr=400"
"340","1.617917","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=17633 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"341","1.618912","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=17633 Win=93232 Len=0 TSval=404 TSecr=401"
"342","1.619119","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=19061 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"343","1.620114","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=19061 Win=96160 Len=0 TSval=404 TSecr=401"
"344","1.620320","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=20489 Ack=1 Win=58400 Len=1428 TSval=401 TSecr=401"
"345","1.621315","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=20489 Win=99072 Len=0 TSval=405 TSecr=401"
"346","1.621522","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=21917 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=401"
"347","1.622517","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=21917 Win=102000 Len=0 TSval=405 TSecr=401"
"348","1.622723","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=23345 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=401"
"349","1.623719","0.000996","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=23345 Win=104912 Len=0 TSval=405 TSecr=402"
"350","1.623925","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=24773 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"351","1.624920","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=24773 Win=107840 Len=0 TSval=406 TSecr=402"
"352","1.625127","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=26201 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"353","1.626122","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=26201 Win=110752 Len=0 TSval=406 TSecr=402"
"354","1.626328","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=27629 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"355","1.627323","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=27629 Win=113680 Len=0 TSval=406 TSecr=402"
"356","1.627530","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=29057 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"357","1.628525","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=29057 Win=116592 Len=0 TSval=407 TSecr=402"
"358","1.628731","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=30485 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"359","1.629727","0.000996","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=30485 Win=119520 Len=0 TSval=407 TSecr=402"
"360","1.629933","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=31913 Ack=1 Win=58400 Len=1428 TSval=402 TSecr=402"
"361","1.630928","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=31913 Win=122432 Len=0 TSval=407 TSecr=402"
"362","1.631135","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=33341 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"363","1.632130","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=33341 Win=125360 Len=0 TSval=407 TSecr=402"
"364","1.632336","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=34769 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"365","1.633331","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=34769 Win=128272 Len=0 TSval=408 TSecr=403"
"366","1.633538","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=36197 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"367","1.634533","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=36197 Win=131200 Len=0 TSval=408 TSecr=403"
"368","1.634739","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=37625 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"369","1.635735","0.000996","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=37625 Win=134112 Len=0 TSval=408 TSecr=403"
"370","1.635941","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=39053 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"371","1.636936","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=39053 Win=137040 Len=0 TSval=409 TSecr=403"
"372","1.637143","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=40481 Ack=1 Win=58400 Len=1428 TSval=403 TSecr=403"
"373","1.638138","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=40481 Win=139952 Len=0 TSval=409 TSecr=403"
"374","1.638344","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=41909 Ack=1 Win=58400 Len=1428 TSval=404 TSecr=404"
"375","1.639339","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=41909 Win=142880 Len=0 TSval=409 TSecr=403"
"376","1.639546","0.000207","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=43337 Ack=1 Win=58400 Len=1428 TSval=404 TSecr=404"
"377","1.640541","0.000995","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=43337 Win=145792 Len=0 TSval=410 TSecr=404"
"378","1.640747","0.000206","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=44765 Ack=1 Win=58400 Len=1428 TSval=404 TSecr=404"
