"No.","Time","D_Time","Source","Destination","Protocol","Length","Info"
"312","1.600497","0.060497","10.1.0.2","10.1.2.2","TCP","74","34031 > 50000 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=0 WS=16"
"313","1.600497","0.000000","10.1.2.2","10.1.0.2","TCP","74","50000 > 34031 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1460 SACK_PERM=1 TSval=400 TSecr=400 WS=16"
"314","1.601511","0.001014","10.1.0.2","10.1.2.2","TCP","82","34031 > 50000 [ACK] Seq=1 Ack=1 Win=58400 Len=0 TSval=400 TSecr=400"
"315","1.602806","0.001295","10.1.0.2","10.1.2.2","TCP","594","34031 > 50000 [PSH, ACK] Seq=1 Ack=1 Win=58400 Len=512 TSval=400 TSecr=400"
"316","1.602806","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=513 Win=58192 Len=0 TSval=400 TSecr=400"
"317","1.605460","0.002654","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=513 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"318","1.605460","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=1933 Win=61120 Len=0 TSval=401 TSecr=400"
"319","1.606662","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=1933 Ack=1 Win=58400 Len=1420 TSval=400 TSecr=400"
"320","1.606662","0.000000","10.1.2.2","10.1.0.2","TCP","70","50000 > 34031 [ACK] Seq=1 Ack=3353 Win=64032 Len=0 TSval=401 TSecr=400"
"321","1.607863","0.001201","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=3353 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
"322","1.607863","0.000000","10.1.2.2","10.1.0.2","TCP","62","50000 > 34031 [ACK] Seq=1 Ack=4781 Win=66960 Len=0 TSval=401 TSecr=400"
"323","1.609065","0.001202","10.1.0.2","10.1.2.2","TCP","1502","34031 > 50000 [PSH, ACK] Seq=4781 Ack=1 Win=58400 Len=1428 TSval=400 TSecr=400"
